project,issue_key,issue_type,label,prob_design,threshold,pred,val_project,summary,description,gold_label,error_type,margin,error_category,notes
MESOS,MESOS-8106,Improvement,1,0.091882,0.0955,0,CONFSERVER,Docker fetcher plugin unsupported scheme failure message is not accurate.,"""https://github.com/apache/mesos/blob/1.4.0/src/uri/fetchers/docker.cpp#L843    This failure message is not accurate. For such a case, if the user/operator give a wrong credential to communicate to a BASIC auth based docker private registry. The authentication failed but the log is still saying: """"Unsupported auth-scheme: BASIC""""    """,design,FN,0.0036179999999999962,,
MESOS,MESOS-10062,Task,0,0.096494,0.0955,1,CONFSERVER,Implement relative path computation for stout,"""When using executor domain sockets, we might need to specify relative paths in order to stay below the path length limit of 108 characters.    To do so, we should implement a `path::relative_path()` function in stout that can compute the relative path between two directories.""",non-design,FP,0.0009939999999999949,,
MESOS,MESOS-10063,Task,0,0.210122,0.0955,1,CONFSERVER,Update default executor to call `LAUNCH_CONTAINER` to launch nested containers,"""The default executor will be updated to use the LAUNCH_CONTAINER call instead of the LAUNCH_NESTED_CONTAINER call when launching nested containers. This will allow the default executor to set task limits when launching its task containers.""",non-design,FP,0.114622,,
MESOS,MESOS-10039,Task,0,0.11989,0.0955,1,CONFSERVER,Let the default executor connect through a domain socket when available,"""We should implement code in the default executor that checks for the presence of the `MESOS_DOMAIN_SOCKET` environment variable, and if it is set attempts to use that for communication with the agent as opposed to trying to open a TCP connection.""",non-design,FP,0.024389999999999995,,
MESOS,MESOS-10069,Task,0,0.150402,0.0955,1,CONFSERVER,Consider modifying Process_BENCHMARK_ClientServer to compare socket performance on the new OpenSSL socket implementation,"""There is a pre-existing benchmark in the libprocess benchmarks.cpp file called {{Process_BENCHMARK_ClientServer}}.  We could have this benchmark make HTTPS connections en-masse as well, to check performance differences between the different implementations of our sockets.    We will have the following implementations:  * Libevent + OpenSSL (Posix & Windows)  * Libev + OpenSSL (Posix)  * Native Windows event loop + OpenSSL    Since the new OpenSSL socket defers work off onto libprocess worker threads, it will be interesting to see if performance improves or not.""",non-design,FP,0.054902000000000006,,
MESOS,MESOS-10017,Improvement,0,0.304477,0.0955,1,CONFSERVER,Log all reverse DNS lookup failures in 'legacy' TLS (SSL) hostname validation scheme.,"""There were being logged at VLOG(2):    https://github.com/apache/mesos/blob/1.9.0/3rdparty/libprocess/src/openssl.cpp#L859-L860    In the same spirit as MESOS-9340, we'd like to log all networking related errors as warnings and include any relevant information (IP address, etc).""",non-design,FP,0.208977,,
MESOS,MESOS-10016,Improvement,0,0.134854,0.0955,1,CONFSERVER,Add a benchmark for HierarchicalAllocatorProcess::updateAllocation(),"""We need a benchmark to capture regressions in the `updateAllocation()` method to avoid problems like described in https://issues.apache.org/jira/browse/MESOS-10015    Initial implementation (which led to filing MESOS-10015): https://reviews.apache.org/r/71639/""",non-design,FP,0.039354,,
MULE,MULE-14737,Task,1,0.14717,0.5045,0,CONFSERVER,MTF Implementation Phase 1,"""MTF Implementation Phase 1:  - Spec Docs  """,design,FN,0.3573299999999999,,
MULE,MULE-14687,Task,1,0.278912,0.5045,0,CONFSERVER,Use retry with backoff when moving from CPU-LITE to BLOCKING tread pool and pool is busy.,"""When running on a limited number of threads but the source is configured in such a way that the flow is easily overload retries performed by ProactorStreamProcessingStrategy when moving from CPU-LITE to BLOCKING tread pool fail (and log) repeatedly until IO pool has the room available.  Avoid this by using a backoff strategy. """,design,FN,0.22558799999999996,,
MULE,MULE-13471,Task,1,0.189313,0.5045,0,CONFSERVER,Migrate Integration Tests from JMS transport to JMS Extension,"""Migrate Tests from JMS transport to JMS Extension""",design,FN,0.31518699999999994,,
MULE,MULE-11788,Task,1,0.300315,0.5045,0,CONFSERVER,Spike on OAuth support for SDK,"""Spike on OAuth support for SDK""",design,FN,0.20418499999999995,,
MULE,MULE-14817,Task,1,0.264051,0.5045,0,CONFSERVER,Salesforce Connector Review - Phase 1,"""Salesforce Connector Review - Phase 1""",design,FN,0.24044899999999997,,
MULE,MULE-14718,Task,0,0.961171,0.5045,1,CONFSERVER,EmbeddedContainer should allow to define a reactor for resolving dependencies during deployment on lightweight packaged applications,"""This would be needed in order to support MTF for connectors. The jar for the connector will not be installed therefore the deployment for lightweight applications should provide a way define a reactor when deployment an application or domain.  There is already support on https://github.com/mulesoft/mule-maven-client/blob/master/mule-maven-client-api/src/main/java/org/mule/maven/client/api/MavenClient.java#L73 to pass as parameter a reactor that will be called before going to the local Maven repository and remote repositories. This also has been added to the class loader model loader https://github.com/mulesoft/mule/blob/mule-4.x/modules/deployment-model-impl/src/main/java/org/mule/runtime/module/deployment/impl/internal/maven/AbstractMavenClassLoaderModelLoader.java#L250 but we have to review if the definition of the reactor should come from the class loader model attributes or from the deployment properties.""",non-design,FP,0.45667100000000005,,
MULE,MULE-14713,Task,0,0.630343,0.5045,1,CONFSERVER,Fix provider config parameters so that it follows spec.,"""Check that the parameters in the extension complies with te ones defined in the specification. """,non-design,FP,0.12584300000000004,,
MULE,MULE-14809,Enhancement Request,0,0.806841,0.5045,1,CONFSERVER,Override Secure Properties From Anypoint Runtime Manager Properties,"""Replacing mule-credential-vault with secure-properties in Mule 4, made lookup properties from $\{key} to $\{secure::key}.     This update makes overriding from Anypoint Runtime Manager """"Properties"""" tab impossible, and it means we can only change the property value by rebuild/redeploy application.""",non-design,FP,0.3023410000000001,,
MULE,MULE-14793,Enhancement Request,0,0.912679,0.5045,1,CONFSERVER,enable WSC to override the content-type of the outgoing request,"""*Enable WSC to override the content-type of the outgoing request*    In most situations the WS Consumer configures the Content-Type correct to the WSDL but since SOAP web services are not that fancy, sometimes its required to override the content-type of the request because the service expects something else.    """,non-design,FP,0.40817900000000007,,
MULE,MULE-14716,Task,0,0.769629,0.5045,1,CONFSERVER,Review and fix exported classes and api/internal arrangement,"""There are some exported classes needed for the module tests to run. I think there is another way that allows the test to run successfully without exporting internal classes.    The same happens to classes that are in api and should be internal.""",non-design,FP,0.26512900000000006,,
MULE,MULE-14786,Enhancement Request,0,0.950169,0.5045,1,CONFSERVER,Refactor tests httpClient,"""The tests were migrated from 3.x and they can be refactored in order to be more understandable and clean""",non-design,FP,0.4456690000000001,,
NEXUS,NEXUS-25095,Improvement,1,0.165016,0.25,0,CONFSERVER,update reverse proxy example configurations to include RFC 7239 Forwarded header,"""RFC 7239 uses the more formalized standard way to inform a web server how it is being reverse proxied using {{Forwarded}} HTTP header:    [https://tools.ietf.org/html/rfc7239]    NXRM has historically supported the non-standard X-Forwarded headers to help support integrations with reverse proxy servers.    NXRM has upgraded Eclipse Jetty from 9.4.18.v20190429 to 9.4.30.v20200611 between NXRM version 3.25.1 to 3.26.0. ( NEXUS-24327 ). The newer version of Jetty [has included changes|https://github.com/eclipse/jetty.project/blob/jetty-9.4.x/VERSION.txt] ( attempts to fix reported bugs against Jetty ) to how X-Forwarded headers are being handled.    Some customers who upgrade NXRM to 3.26.0 or newer have reported problems with unique combinations of X-Forwarded headers where those headers were working in previous NXRM versions. Of note [AWS classic load balancers do set X-Forwarded-Port|https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/x-forwarded-headers.html#x-forwarded-port], and when combined with X-Forwarded-For headers, may cause NXRM requests to fail with a 400 response. Sonatype is not documenting AWS load balancer config examples, pointing at NXRM, but customers do report it is possible to make work.    For example this combination of request headers will cause NXRM 3.26.0 to return 400 error status, where in previous versions it did not.    The solution is removing the {{X-Forwarded-Port}} header for this example, or use a well formatted {{Forwarded}} header instead. For example:    Eclipse Jetty, like virtually all other containers and web servers [have transitioned to supporting the more standard RFC 7239|https://github.com/eclipse/jetty.project/issues/185] ( single Forwarded header ) . Use of X-Forwarded-* headers is being discouraged. There is decent summary opinion to that effect from one Jetty developer here:    [https://github.com/eclipse/jetty.project/issues/3782#issuecomment-502188986]    Sonatype does not test all permutations of X-Forwarded headers - we rely on Jetty [to test advanced permutations|https://github.com/eclipse/jetty.project/blob/jetty-9.4.x/jetty-server/src/test/java/org/eclipse/jetty/server/ForwardedRequestCustomizerTest.java] while expecting [our documented recommended best practice reverse proxy example configurations to remain accurate|https://help.sonatype.com/repomanager3/installation/run-behind-a-reverse-proxy#RunBehindaReverseProxy-Apachehttpd.2]. Even the advanced permutations are best effort by Jetty project, since _there is no standard_.    Now that support for RFC 7239 is gaining momentum and Eclipse Jetty project is committed to that standard, NXRM customers should be moving to using the now more standard Forwarded header in their reverse proxy configurations.  h4. Expected    Expand NXRM reverse proxy example configurations to include mention and examples on RFC 7239 usage.""",design,FN,0.084984,,
NEXUS,NEXUS-24860,Improvement,1,0.18694,0.25,0,CONFSERVER,Favorites Tab for Repositories,"""Feature request to group and remove repositories from a """"Favorites""""-like section of the UI.    We find that when working on a project using a specific format, it becomes tedious to filter a repository name every time we need to access the UI. If we can add repositories to a location in the UI where we only see a certain group of repositories, it would make using Nexus 3 easier.""",design,FN,0.06306,,
NEXUS,NEXUS-24990,Improvement,1,0.082749,0.25,0,CONFSERVER,"Upgrade capability always transfers user config, even if you ask it not to","""I'm trying to upgrade from Nexus 2.14.18 to Nexus 3.26.1; I only want to transfer repository contents, however: our old server has a lot of bad config and unnecessary user accounts that I don't want on the new server.    However, during the upgrade process, even if I check only """"Repository configuration and content"""" and do not check """"Server configuration"""", the PREPARE phase still lists steps such as:   * """"Upgrade configuration: security.target-privileges""""   * """"Upgrade configuration: security.users""""   * """"Upgrade configuration: security.roles"""", and   * """"Upgrade configuration: security.user-role-mappings""""    I don't want those to transfer, that's why I unchecked the """"Server configuration"""" box in the first place. Obviously, I can just let the upgrade complete and then delete the extra users and roles after-the-fact, but, this still seems like a bug.         !image-2020-08-20-12-34-33-579.png!    !image-2020-08-20-12-34-55-760.png!""",design,FN,0.16725099999999998,,
NEXUS,NEXUS-25118,Improvement,0,0.599248,0.25,1,CONFSERVER,Conan Group support,"""Allow users to group Conan repositories.         Note this feature exists experimentally on a branch of the conan plugin but is not officially supported yet. See [https://github.com/sonatype-nexus-community/nexus-repository-conan/tree/conan-group]""",non-design,FP,0.349248,,
NEXUS,NEXUS-25154,Improvement,0,0.985696,0.25,1,CONFSERVER,Retrieve NuGet API Key via REST,"""Currently the [NuGet API Key|#DeployingPackagestoNuGetHostedRepositories-AccessingyourNuGetAPIKey]] can only be retrieved manually via the User menu.    We have automated pipelines that provisioning user's/team's tools, and having to manually retrieve the NuGet API Key throws a wrench into an otherwise fully-automated process.    *Example*    Similar to [Nexus IQ's User Token REST API|[https://help.sonatype.com/iqserver/automating/rest-apis/user-token-rest-api---v2]] (albeit keeping the conventions of NXRM's API), there could be an endpoint:     The design of this would likely be influenced by whatever comes of NEXUS-12653.       ----  This is similar to NEXUS-12653 and NEXUS-21354.""",non-design,FP,0.735696,,
NEXUS,NEXUS-25275,Improvement,0,0.506052,0.25,1,CONFSERVER,improve docker repository human readable error response messages,"""Docker API calls into Docker format NXRM repositories may returned errors. NXRM does not always include a useful human readable message or suitable error code.    h4. One Example Case Where Code and Message may be improved    Configure the new Docker group repository docker-group with two members    1. docker-hosted hosted repo with Deployment policy read only  2. docker-proxy repo pointing at the official registry    Make the Writable Repository of the group the docker-hosted repo.    Add Docker Bearer Token Realm to Active realms.    Using a docker client:    docker login to the group repository    {{docker login 192.168.2.73:9933}}    docker pull the latest hello-world image from the official docker registry and tag it for upload to group repo:        Try to push to the docker-group - this fails as expected, but with a very poor error message that will cause confusion to the end user.        The error message is displayed this way because of how NXRM responded to the manifest PUT request:        A slight tweak to the response payload to look like this instead:        Gives a much better user experience:        From https://docs.docker.com/registry/spec/api/#errors :    {quote}  The code field will be a unique identifier, all caps with underscores by convention. *The message field will be a human readable string.* The optional detail field may contain arbitrary json data providing information the client can use to resolve the issue.  {quote}    Supported error codes are documented here:     https://docs.docker.com/registry/spec/api/#errors-2    h4. Expected    Respond to docker errors with a more useful message suitable for end user consumption. This will help avoid support tickets and create a better user experience.""",non-design,FP,0.25605199999999995,,
NEXUS,NEXUS-25505,Improvement,0,0.645,0.25,1,CONFSERVER,Update 'Relocating Blob Stores' for S3,"""*Background*    Whenever customers clone a production NXRM (e.g. to test a backup, as part of DR, or to use a copy for scalability testing), the clone will be pointing to the same S3 blob stores as the original. This creates a dangerous situation where a test instance may be pointing to a production S3 bucket.    *Acceptance*  * Develop a procedure for safely redefining S3 blob stores to point to different S3 buckets  * Ideally while NXRM is offline (so there's no race to redefine anything before NXRM starts cleanup or whatever)  * Update https://support.sonatype.com/hc/en-us/articles/235816228-Relocating-Blob-Stores  """,non-design,FP,0.395,,
NEXUS,NEXUS-24858,Improvement,0,0.394172,0.25,1,CONFSERVER,Allow `Repair - Reconcile component database from blob store` task for NuGet,"""As an administrator of Nexus Repository Manager 3, if I find my database out of sync with my blob store or in need of repair and I use NuGet, I would like the `Repair - Reconcile component database from blob store` to include the NuGet format.""",non-design,FP,0.14417200000000002,,
NEXUS,NEXUS-25200,Improvement,0,0.318848,0.25,1,CONFSERVER,Helm v3 Support,"""https://github.com/sonatype-nexus-community/nexus-repository-helm/issues/141""",non-design,FP,0.06884800000000002,,
SERVER,SERVER-51780,Task,1,0.110288,0.2409,0,CONFSERVER,"""Architecture Guide updates for Close feature gap in slot-based execution for find""","""""""Please investigate if this project requires changes to the architecture guide.""""""",design,FN,0.130612,,
SERVER,SERVER-51761,Task,1,0.00789,0.2409,0,CONFSERVER,"""Architecture Guide updates for Scrub Topology Errors""","""""""Please investigate if this project requires changes to the architecture guide.""""""",design,FN,0.23301,,
SERVER,SERVER-51782,Task,1,0.198521,0.2409,0,CONFSERVER,"""Architecture Guide updates for Support $jsonSchema and all MQL expressions in SBE""","""""""Please investigate if this project requires changes to the architecture guide.""""""",design,FN,0.042379,,
SERVER,SERVER-51716,Bug,1,0.001817,0.2409,0,CONFSERVER,"""Make computed_projections.js more robust""","""""""The computed_projections.js test checks the internalQueryEnableSlotBasedExecutionEngine setting and enables a failpoint, but it is not necessary for either of these operations to succeed for the test to run and provide meaningful coverage.    Let's allow them to fail without failing the test.""""""",design,FN,0.239083,,
SERVER,SERVER-51403,Task,1,0.20324,0.2409,0,CONFSERVER,"""Create concurrency suite with background operation metrics collection""",,design,FN,0.03766,,
SERVER,SERVER-51757,Improvement,1,0.014973,0.2409,0,CONFSERVER,"""Collect /proc/vmstat numa_pages_migrated statistics in FTDC""","""""""FTDC already collects different vmstat metrics, this new requested stat {{vmstat numa_pages_migrated}} will help us to tackle numa related issues  """"""",design,FN,0.225927,,
SERVER,SERVER-51662,New Feature,0,0.953472,0.2409,1,CONFSERVER,"""Add matcher helper to match request BSON object""","""""""It's common to match the <USER>of a request, like { """"""""find"""""""": """"""""oplog.rs"""""""" }, we need to make that easier. We could integrate query expression matcher to the mock framework. It may look like    """"""",non-design,FP,0.712572,,
SERVER,SERVER-51653,New Feature,0,0.703444,0.2409,1,CONFSERVER,"""Ban uses of unstable command parameters with apiStrict: true""","""""""In the """"""""API Version Testing"""""""" project we added a boolean field """"""""unstable"""""""" to <USER>command parameters in the IDL for API Version 1 commands. Unstable parameters are not guaranteed to be backward-compatible, even though they are parameters of V1 commands. We plan to use the """"""""unstable"""""""" field only when comparing old and new releases' IDL definitions of V1 commands; we'll ignore incompatible changes to unstable <USER>    However, [~<USER> makes a good suggestion: at runtime, ban the use of unstable parameters in client requests that include apiStrict: true.  """"""",non-design,FP,0.46254399999999996,,
SERVER,SERVER-51654,New Feature,0,0.352638,0.2409,1,CONFSERVER,"""Validate unstable parameters in create, createIndexes and find commands when apiStrict:true""",,non-design,FP,0.111738,,
SERVER,SERVER-51712,Improvement,0,0.550721,0.2409,1,CONFSERVER,"""Allow fail points to be defined in IDL""","""""""Our fail points take in a schema-less BSON data object (see [here|https://github.com/mongodb/mongo/blob/99ea336e991ea9dfccca8f788a2cdb8bd06b1f18/src/mongo/util/fail_point_test.cpp#L146]). This means that to understand how to specify a fail point, both SERVER and DRIVERS engineers have no choice but to read the code where the fail point is used. We can leverage IDL to optionally enforce a strict schema on fail points instead.    """"""",non-design,FP,0.309821,,
SERVER,SERVER-51668,Task,0,0.539724,0.2409,1,CONFSERVER,"""add global resource consumption metrics to serverStatus""","""""""Add the following globally-aggregated metrics to serverStatus:    These <USER>will only be displayed if the {{aggregateOperationResourceConsumptionMetrics}} setParameter is true.""""""",non-design,FP,0.298824,,
SERVER,SERVER-51710,Improvement,0,0.933057,0.2409,1,CONFSERVER,"""Allow struct-like IDL ServerParameters""","""""""Command IDL files allow a struct-like form via the """"""""<USER>"""""" field (see [here|https://github.com/mongodb/mongo/blob/056624cfe3f03d873df0a19f403570b772afa295/src/mongo/db/commands/kill_operations.idl#L41-L44]). We should support something similar for {{ServerParameter}} IDL files. In the current state, the closest that can be done is an IDL struct that is explicitly used as the cpp_type (see [here|https://github.com/mongodb/mongo/blob/056624cfe3f03d873df0a19f403570b772afa295/src/mongo/db/mirror_maestro.idl#L36-L64]). We can make this pattern easier and have more powerful, more documented {{ServerParameter}} files in the process.""""""",non-design,FP,0.692157,,
TIMOB,TIMOB-28086,Improvement,1,0.163662,0.1864,0,CONFSERVER,"Android: Update ""Toolbar"" to support material theme","""*Summary:*  Our [Ti.UI.Toolbar|https://docs.<USER>com/platform/latest/#!/api/Titanium.UI.Toolbar] is currently using the Java [androidx.appcompat.widget.Toolbar|https://developer.android.com/reference/androidx/appcompat/widget/Toolbar] class. It should be updated to use the newer [MaterialToolbar|https://developer.android.com/reference/com/google/android/material/appbar/MaterialToolbar] class. The newer class supports the material theme.    In the future, it can also be used by an [AppBarLayout|https://developer.android.com/reference/com/google/android/material/appbar/AppBarLayout] as described by ticket [TIMOB-26825] which allows the top to be hidden within a {{ScrollView}} while scrolling.    *To-Do:*  We must replace our usage below...  * [TiToolbar.java|https://github.com/<USER>titanium_mobile/blob/master/android/modules/ui/src/java/ti/modules/titanium/ui/widget/TiToolbar.java]  * [titanium_ui_drawer_layout.xml|https://github.com/<USER>titanium_mobile/blob/master/android/modules/ui/res/layout/titanium_ui_drawer_layout.xml]  * [titanium_ui_toolbar.xml|https://github.com/<USER>titanium_mobile/blob/master/android/modules/ui/res/layout/titanium_ui_toolbar.xml]    *Breaking-Change:*  The app must use a """"Theme.MaterialComponents"""" based theme or else an exception will occur. So, app's using a custom theme based from """"Theme.AppCompat"""" or similar will crash. This is normal and the exception will state that the theme will need to change.""",design,FN,0.022738000000000008,,
TIMOB,TIMOB-28083,Improvement,1,0.055919,0.1864,0,CONFSERVER,Android: Update dialogs to support material theme,"""*Summary:*  We should replace our usage of """"AlertDialog.Builder"""" to """"MaterialAlertDialogBuilder"""" so that our Android dialogs can support """"Theme.MaterialComponents"""" based themes.  https://material.io/develop/android/components/dialogs    This effects the following Titanium APIs:  * [alert()|https://docs.<USER>com/platform/latest/#!/api/Global-method-alert]  * [Ti.UI.AlertDialog|https://docs.<USER>com/platform/latest/#!/api/Titanium.UI.AlertDialog]  * [Ti.UI.OptionDialog|https://docs.<USER>com/platform/latest/#!/api/Titanium.UI.OptionDialog]  * [Ti.UI.Android.ProgressIndicator|https://docs.<USER>com/platform/latest/#!/api/Titanium.UI.Android.ProgressIndicator] using the dialog style    *Breaking-Change:*  The app must use a """"Theme.MaterialComponents"""" based theme or else an exception will occur. So, app's using a custom theme based from """"Theme.AppCompat"""" or similar will crash. This is normal and the exception will state that the theme will need to change.  """,design,FN,0.130481,,
TIMOB,TIMOB-28058,Improvement,0,0.996725,0.1864,1,CONFSERVER,"Android: Change Ti.Filesystem ""temp"" APIs to use app's cache folder","""*Summary:*  The following APIs need to use app's scoped storage and avoid external storage.  * Ti.Filesystem.createTempDirectory()  * Ti.Filesystem.createTempFile()  * Ti.Filesystem.tempDirectory    *Note 1:*  We should write temp files according to Google's docs in the link below. They expect us to explicitly set the temp directory to the app's cache directory.  https://developer.android.com/training/data-storage/app-specific#internal-create-cache    *Note 2:*  Our {{Ti.Filesystem.tempDirectory}} property return...      Our {{Ti.Filesystem.createTempFile()}} and {{Ti.Filesystem.createTempDirectory()}} methods should change their base directory to the below to avoid collision with the above folder.      *Note 3:*  Our [TiTempFileHelper.java|https://github.com/<USER>titanium_mobile/blob/master/android/runtime/common/src/java/org/<USER>kroll/util/TiTempFileHelper.java] code (used to acquire a temp directory path) will use {{getExternalCacheDir()}} or {{getCacheDir()}} depending on if it has access to external storage or not. This may not be a good idea since the temp directory can suddenly change at runtime due to...  * End-user granting permission, making it dynamically switch to external storage.  * End-user ejects SD card, which makes temp path switch to internal storage.    It would be better for the path to be consistent for the app's lifetime. So, it should be hardcoded to internal storage via {{getCacheDir()}} like Google's examples.    *Note 4:*  Our HTTP response cache should favor internal storage's cache directory for improved security/privacy. That is what Google suggests in the link below and is what the Chrome browser app does. External storage is best used for large files intended to be shared (like downloaded files).  https://developer.android.com/reference/android/net/http/HttpResponseCache    If we do this, then we can remove our {{startExternalStorageMonitor()}} related code in [TiApplication.java|https://github.com/<USER>titanium_mobile/blob/master/android/titanium/src/java/org/<USER>titanium/TiApplication.java] and hard-code our {{TiResponseCache}} to always be the default. This means HTTP response caching will alway be enabled, even if you don't have external storage permission.  """,non-design,FP,0.810325,,
TIMOB,TIMOB-28078,New Feature,0,0.996758,0.1864,1,CONFSERVER,iOS14: Expose new APIs Titanium.Network.HTTPClient which will require while accessing local http server,"""In iOS 14, Due to local network access prompt it may be that request get failed while waiting for user's permission. See more detail in WWDC video https://developer.apple.com/videos/play/wwdc2020/10110/.   In titanium, we need to provide APIs corresponding to [waitsForConnectivity|https://developer.apple.com/documentation/foundation/urlsessionconfiguration/2908812-waitsforconnectivity]   and [timeoutIntervalForResource |https://developer.apple.com/documentation/foundation/urlsessionconfiguration/1408153-timeoutintervalforresource]""",non-design,FP,0.810358,,
TIMOB,TIMOB-28104,New Feature,0,0.90031,0.1864,1,CONFSERVER,iOS: Support new date picker styles from iOS 13.4 and iOS 14,"""iOS 13.4 and 14 are introducing new date picker styles (automatic, wheels, compact and inline). Titanium does not support those so far. Example:    {code:js}  var win = Ti.UI.createWindow({   backgroundColor: '#fff'  });    var picker = Ti.UI.createPicker({   type: Ti.UI.PICKER_TYPE_DATE,   datePickerStyle: Ti.UI.iOS.DATE_PICKER_STYLE_INLINE  });    win.add(picker);  win.open();  {code}    See the attachment for details!  """,non-design,FP,0.71391,,
TIMOB,TIMOB-28183,Improvement,0,0.97909,0.1864,1,CONFSERVER,Android: Add Ti.Media.requestPhotoGalleryPermissions() support,"""*Summary:*  We should add the following methods on Android for parity with iOS...  * [Ti.Media.requestPhotoGalleryPermissions()|https://docs.<USER>com/platform/latest/#!/api/Titanium.Media-method-requestPhotoGalleryPermissions]  * [Ti.Media.hasPhotoGalleryPermissions()|https://docs.<USER>com/platform/latest/#!/api/Titanium.Media-method-hasPhotoGalleryPermissions]    *Functionality:*  On Android 9 and below, these methods should check if the app has {{WRITE_EXTERNAL_STORAGE}} permission.    On Android 10 and above, these methods should always return {{true}} since we do not need write permission to save a photo/video to the gallery once [TIMOB-28059] has been implemented. Google documents this here...  https://developer.android.com/training/camera/photobasics#TaskPath    *Note:*  Currently, Titanium app developers must use the [Ti.Filesystem.requestStoragePermissions()|https://docs.<USER>com/platform/latest/#!/api/Titanium.Filesystem-method-requestStoragePermissions] and [Ti.Filesystem.hasStoragePermissions()|https://docs.<USER>com/platform/latest/#!/api/Titanium.Filesystem-method-hasStoragePermissions] methods before saving to the gallery. This is okay, but we don't need to check for {{WRITE_EXTERNAL_STORAGE}} permission on Android 10 and above when saving to the gallery. We also don't want to change the [Ti.Filesystem.requestStoragePermissions()|https://docs.<USER>com/platform/latest/#!/api/Titanium.Filesystem-method-requestStoragePermissions] method's implementation since it's still needed in case you want to write to other locations on external storage.  """,non-design,FP,0.79269,,
TIMOB,TIMOB-28071,Improvement,0,0.963995,0.1864,1,CONFSERVER,iOS: Use new build system in module build,"""In Xcode 12 , Apple has deprecated 'Legacy Build System'. In titanium module build 'Legacy Build System' is still used. See [here|https://github.com/<USER>titanium_mobile/blob/59f313aef87d3ea3492b3216cacec7900dc7a6b7/iphone/cli/commands/_buildModule.js#L465]. Update to use  'New Build System'.""",non-design,FP,0.777595,,
TIMOB,TIMOB-28041,Story,0,0.953459,0.1864,1,CONFSERVER,Merge titanium-mobile-mocha-suite into titanium_mobile,"""We split out the test suite so that it could be used between iOS/Android (titanium_mobile) and Windows (titanium_mobile_windows). Given that Windows is dead, we should consider making our lives much easier and folding the test suite and tooling directly into the SDK repo (titanium_mobile). We would avoid the need to migrate tests back and forth and maintain branches/fixes on both repos.""",non-design,FP,0.7670589999999999,,
