issue_key	project	issue_type	summary	description	comments	design_prob	Label
CONFSERVER-58307	CONFSERVER	Suggestion	"""As an administrator I would like to configure HTTP2 support in Confluence's Tomcat level"""	"""""""h3. Problem Definition  [HTTP/2|https://developers.google.com/web/fundamentals/performance/http2/] is designed to address several limitations found in HTTP/1.1.  Although Tomcat 9.X (and 8.5.X) supports HTTP/2, it can only be enabled with [Apache Portable Runtime (APR)|http://tomcat.apache.org/native-doc/], which is not natively compiled with bundled Tomcat in Confluence.    h3. Suggested Solution  Bundle Confluence with the necessary artifacts to enable HTTP/2 out-of-the-box and provide the necessary documentation to configure this.  Also, Confluence should be fully tested to work seamlessly with HTTP/2, as well as make use of some functionalities such as _push promise_ to improve application's performance.    h3. Why this is important  Full benefits of HTTP/2 can only be achieved if it is enabled all the way through the network, although you can get most of it by terminating HTTP/2 on a web server.  Also, it would be important to have HTTP/2 working when there's no web server in front of Confluence.    h3. Workaround   The supported workaround is to terminate SSL in a web server, such as NGINX and Apache, and configure it to accept HTTP2 connections."""""""		0.9883719	
CONFSERVER-55886	CONFSERVER	Suggestion	"""Epics - Display percentage complete to easily assess progress"""	"""""""Jira's epic tab has a similar graph, but we want to see a percentage complete in Confluence for epics. (i.e. Profile Page - 56% complete)    The best I can do currently is to create a JQL filter based on the number of issues not resolved in an epic vs total issues in an epic, and then manually do the math.     This is simple arithmetic, & I wish there was a way to show percentage complete for epics. We have our roadmaps and other filters in Confluence, & this functionality would make them stronger reporting tools for stakeholders.         There are two places 3 ways I could imagine this being implemented in Confluence working :  # In the Jira Issue/Filter macro under display settings   # As its own macro    I've also added a suggestion as Show to where it could live in Jira: https://jira.<USER>browse/JRASERVER-67438  # Next to the 'Issues in Epic' label in Jira side of the  """""""		0.98836297	
CONFSERVER-59152	CONFSERVER	Suggestion	"""Improve docker container behavior when moving/copying a Confluence instance"""	"""""""Currently, when installing Confluence using Docker, it will start a new installation from scratch, which is not desirable in cases on which the end goal is to move an existing installation (or clone a Confluence instance, to create a test instance).    It would be useful to provide an option to start the Docker container with an already finished installation (with all of the settings already present on the existing {{confluence.cfg.xml}} file), as it would simplify this process."""""""	"""I'd like to restore a backup of production Confluence to a staging environment, restart the staging docker container, and have it sort out correctly updating/replacing confluence.cfg.xml itself based on env variables. Rather than having to manually edit the file.         The documentation specifies a small set of clearly defined changes to make - it'd be ideal if this was automated and baked into the image."""	0.9883596	
CONFSERVER-59665	CONFSERVER	Suggestion	"""Provide an ability to upgrade third party libraries like Jquery seperately from Confluence """	"""""""*Scenario*   There are many third-party libraries used in Confluence which might be affected by some security vulnerabilities. In many of these cases, they are resolved in the later version of these libraries.   Generally, we would have to wait for the next Confluence upgrade that will contain these updated libraries to mitigate these security risks.    *Suggestion*   Confluence should provide the ability to upgrade third party libraries like Jquery separately i.e without the need to upgrade the Confluence itself. This would help a lot in mitigating security risks and also prevent delays in waiting for the next Confluence version containing the updated libraries."""""""		0.98835677	
CONFSERVER-56399	CONFSERVER	Suggestion	"""Native Linux Companion App"""	"""""""h3. Problem Definition  Since Confluence 6.11 the [Edit Files|https://confluence.<USER>conf613/edit-files-964960723.html] feature works with the [Atlassian Companion app|https://confluence.<USER>doc/atlassian-companion-app-release-notes-958455712.html].    The Companion App is available for Mac and Windows, but we don't have a release for Linux distributions.    h3. Suggested Solution  Provide a release of the Companion App to Linux distributions.    h3. Why this is important  Confluence users may choose to run their personal computers on Linux. This may be true for many developers, which might be the heavy users of Atlassian tools and Linux distributions.  The [Edit in Office|https://confluence.<USER>conf65/office-connector-prerequisites-939701141.html] functionality used to support Linux with Open Office.    h3. Workaround     As a workaround for now, while this is not a native solution, Confluence administrators may want to check the [GoEdit|https://marketplace.<USER>apps/1211160/goedit-simply-edit-attachments?hosting=server&tab=overview] App by <USER>    *Not tested*:  Linux users might want to try installing the Companion App using [WINE|https://www.winehq.org/]."""""""	"""Many of our developers use <USER>on their desktop and would like to be able to edit documents hosted in confluence w/out having to upload/download manually each time."" [SEP] ""Same here, 1/2 or more of our development team is using <USER>     "" [SEP] ""+1"" [SEP] ""Dear Customers,     We have merged the request [CONFSERVER-56328|https://jira.<USER>browse/CONFSERVER-56328] with this one as they were considered duplicates.  The support cases related to those requests have been linked to this report to unify the interest and impact.    Best regards.    <USER>| Atlassian <USER> [SEP] ""When using Confluence to deal with engeneering projects there are a lot of Linux users with specific CAD/CAM software. Small teams may use Confluence as 10$ PDM to store drawings and specific files.     Dunno if there are a lot of Linux user amongst them, but I certainly am around them.         Atlassian companion would be a great help to support activites to edit and versioning attached specific files."" [SEP] ""I wrote this Python s"	0.9882775	
CONFSERVER-58032	CONFSERVER	Suggestion	"""Prevent """"Watch a few spaces"""" dialogue from suggesting personal spaces"""	"""""""h3. Problem Definition  The """"""""watch a few spaces"""""""" dialogue is triggered when a user logs into Confluence for the first time.    This is based on popular spaces, and can sometimes contain personal spaces.    As a result, users are watching the suggested personal space, furthering its popularity, which is undesirable in many cases.    h3. Suggested Solution  Allow users to prevent personal spaces from being listed here, or block them altogether.    h3. Why this is important  Many customers don't need their users watching personal spaces, but the more relevant spaces."""""""		0.98826003	
CONFSERVER-57914	CONFSERVER	Suggestion	"""Make AWS Clustering IAM role and access key optional"""	"""""""In confluence.cfg.xml it is required to have either confluence.cluster.aws.iam.role or confluence.cluster.aws.iam.key specified.    If neither one is specified, then catalina.out will log:  {quote}com.atlassian.config.bootstrap.BootstrapException: Unable to bootstrap application: Exception bootstrapping cluster:Error bootstrapping cluster (error.cluster.aws.iam.role.and.access.key.not.defined)  {quote}  I believe Hazelcast can default to using the IAM Role assigned to the EC2 Instance, but the ConfluenceConfigurationListener component is not allowing for this functionality to occur.    This suggestion would just help administrators simplifying configurations and allow for more flexibility in their configuration options.    Note: I am not and cannot use the cloudformation provided by Atlassian for deploying Conflunce Data center in AWS."""""""		0.98822594	
CONFSERVER-59113	CONFSERVER	Suggestion	"""Confluence Redundancy"""	"""""""As confluence becomes critical to organization, its important to have this available all the time. However, for any reason there might be a unplanned downtime and business gets affected. Natively, Confluence does not have mirroring concept. The request is to build a native capability in Confluence to mirror entire site or spaces in read-only format (ideally data should be available to the mirror site in real time). This is not a DR site but a redundant site always available to users irrespective of main confluence availability.     """""""		0.9881655	
CONFSERVER-57763	CONFSERVER	Suggestion	"""Confluence 6.13 and 6.14 EAP - New Search in Theme apps"""	"""""""Hi Atlassian     We are testing the new Search Experience in 6.13 and 6.14 and noted it is not compatible with Enterprise Theme and other themes available in the Atlassian Marketplace. The new search bar simply does not appear when clicking into the search bar or entering something.    We would like to make our Enterprise Theme compatible and have the new search experience as seamlessly as possible integrated into our Enterprise Theme to give our Confluence users the best experience. Other vendors supplying Themes probably face the same need.     Please supply resources containing informations for app developers how to integrate the new search in theme apps.    Are there for example Java Script Events needed to call the search?    We are without any documentation at the moment and are unable to integrate our theme with the new search. As Confluence 6.14 is on the horizon, we want to provide full compatibility as soon as possible.           Please provide documentation for app developers. Your help is appreciated.    Niklas  bitvoodoo     """""""	"""Thank you for your question, please see this:     [https://confluence.<USER>doc/preparing-for-confluence-6-14-962338421.html?_cachebust=466154508]               """	0.9881533	
CONFSERVER-58318	CONFSERVER	Suggestion	"""Additional License Tiers"""	"""""""We are in aged care in Australia with 17 facilities.  Most of our staff are not full time. They work shifts.  In fact it takes around 3 staff to equal one full time equivalent.    We are using confluence and are planning it to be our corporate platform but we cannot justify the cost of moving from 2000 user tier to 10000 user tier knowing that the named user base may only be around 3000 which roughly equals around 1200 full time staff.    Can you please set up user tiers between the 2000 and 10000 that would enable businesses such as ours to enable confluence for all our staff."""""""		0.98802525	
CONFSERVER-57770	CONFSERVER	Suggestion	"""Create checkboxes / @mentions without creating tasks"""	"""""""Some of our teams use checkboxes on Confluence pages along with @mentions to determine whether or not each individual is present at the meeting. In this case, it doesn't make a whole lot of sense to have these lines show up under the """"""""Tasks"""""""" page for each user - it really just clutters up the tasks, making them more difficult to efficiently use.    It would be nice to be able to have an @mention and a checkbox in the same line of text on a Confluence page without it creating a task. Perhaps a standard """"""""checkbox"""""""" component rather than just a task component. Alternatively, if there was a way to select a task declaration, then click an onHover link (or something similar) to remove it from the task list, that would work.    Thanks!"""""""		0.98800373	
CONFSERVER-57782	CONFSERVER	Suggestion	"""Confluence to Confluence integration (different instances)"""	"""""""h1. Use case    As I user working in a company with multiple distinct confluence instances, I would like to do perform:   * Cross instance linking   * Cross instance attachment use (i.e. for images)   * Cross instance macro usage   ** Task reporting (_Task report_ macro)   ** Page properties reporting (_Page properties report_ macro)   ** _Page tree_ macro   ** Cross instance page excerpts (_Excerpt Include_ macro)   ** Basically all macros that do reporting    h1. Precedence    This use case for Jira to Jira, Confluence to Jira and Jira to Confluence is already supported as all this cases support multiple instances with regards to integration  h1. User interest    I have collected already existing questions for this requirement on atlassian forum under the label [confluence-to-confluence-integration|https://community.<USER>t5/tag/confluence-to-confluence-integration/tg-p]    Also, CONFSERVER-24425 relates to this very same use case, but it was closed as answered, and the linked issue that is a follow up is a broken link"""""""	"""The feature would be extremely helpful for our organization. We have several server based Confluence instances and need a possibility to embed content from one instance to another one. Since there is no possibility to use iframes for this without security implications described in [https://confluence.<USER>confkb/confluence-page-does-not-display-in-an-iframe-827335781.html?_ga=2.50003430.1537957449.1588688839-2131708736.1551689076] , we are currently getting by by using simple web links to refer to the required content, which is not an optimal solution.    What we need is something similar to the Jira macro in Confluence, which can embed issues from an integrated Jira. Something like an include page macro from another Confluence, where an application link has been established.    We a thrilled to find out if we could use this feature in future!"" [SEP] ""I would add the following to the above list:    Allow excerps to be replicated or used between instances    Allow page inclusions as well."""	0.9879792	
CONFSERVER-59485	CONFSERVER	Suggestion	"""Confluence Server Mobile App Read-Only Mode"""	"""""""h3. Problem    We would like to restrict what users can do in the Confluence Server mobile app. As it stands, there is no way to change what users can and cannot do within the mobile app. In particular, we want to restrict:   * The option to download attachments   * The option to copy and paste contents    h3. Suggested Solution    _Add a read-only mode to the Confluence Server mobile app._   h3. Why This Is Important    _This is important to our users with security concerns, or who wish to restrict what can be done while using the Mobile App. The users would like to allow the use of the app, but to restrict certain features so they are only available within Confluence._      """""""		0.9878734	
CONFSERVER-55924	CONFSERVER	Suggestion	"""Categorizing the Spaces in confluence"""	"""""""Hi,    Just like in Jira, we have a feature of adding the project into categories, We should have the options for categories in Confluence itself.     Currently, we have the option of labels in Confluence to categorize the projects, but (depending on the requirement- can be considered as drawback or advantage) we can add multiple labels on single space. Rather we can have the feature of adding category to a space and there cannot more than one category for single space.          Thanks    <USER>"""""		0.98786247	
CONFSERVER-59228	CONFSERVER	Suggestion	"""Add named user roles to space and page permissions"""	"""""""Jira supports named user roles for projects, which helps simplify the process of assigning permissions to different users. With so many different permissions on Confluence spaces, it gets annoying having to copy the relevant permissions to each user or group based on how that user should use the space. Then, when the names are all sorted alphabetically, it's hard to tell who plays what role within the space: who are the """"""""admins"""""""", who are the """"""""editors"""""""", who are the """"""""viewers"""""""", <USER>    I would like to ask that a new named role feature be added to Confluence so that I can manually create roles for a given space, such as """"""""Viewer"""""""" or """"""""Editor"""""""", assign permissions to that role, then assign roles to users. It would also follow that the same roles for a space be available for restricted pages withing the space, effectively acting like a custom group available only within that space. This feature could exist alongside the existing permissions structure, in case people prefer the current approach.    A workaround is to create a global group within Confluence (or the upstream directory server(s)), e.g. """"""""Custom Space XYZ Editors"""""""" and assign permissions to that group, but that requires admin input and pollutes the global group namespace. Instead, named roles within a space's permissions would not have either of these problems."""""""		0.98780584	
CONFSERVER-58133	CONFSERVER	Suggestion	"""As a Confluence administrator I would like to know if any App would be affected when disabling another App or a module of another App"""	"""""""h3. Problem Definition  When disabling a Confluence App (aka plugin or add-on), Confluence will automatically disable any other App that has a strong dependency on the former (or a module of it) with no warning messag in the UI.  For example, when disabling _Confluence Jira Plugin_, _confluence-software-blueprints_ will be disabled because the latter has a strong dependency on the {{jqlHelper}} module of the former.    h3. Suggested Solution  Before disabling an App, Confluence should check if any other has a dependency on it.  If there's any, then Confluence should advise that disabling _App A_ will cause _App B_ to be disabled.    h3. Why this is important  There's no clear definition on Apps' dependency on the Confluence UI when administering Apps.  That means Confluence admin might take an action without knowing the full consequences of it.     h3. Workaround   _no workaround so far_"""""""		0.98779744	
CONFSERVER-58518	CONFSERVER	Suggestion	"""Allow use of the H2 database by the Confluence developer license"""	"""""""As an administrator, I sometimes need to test functionality in environments aside from production. To do this, I can use a developer license, but for Data Center this requires infrastructure setup including a database. You cannot use a developer license on an H2 database, only a trial license per the [documentation|https://confluence.<USER>doc/embedded-h2-database-145098285.html].    Administrators would like to test non-DC functionality using the H2 database on a local machine, similar to how the trial licenses can be used with an H2 database.    As a workaround you can use a trial license from https://my.<USER>"""""""		0.9877434	
CONFSERVER-57907	CONFSERVER	Suggestion	"""Edit Page Restrictions through the API"""	"""""""h3. Problem Definition  It is not possible to update or edit page restrictions through the Confluence API.     This is possible in Confluence Cloud, per the [Confluence Cloud API documentation|https://developer.<USER>cloud/confluence/rest/?_ga=2.242477058.1405191471.1549894744-1705418969.1518219027#api-content-id-property-key-delete].     h3. Suggested Solution  Implement a similar method/endpoint for the Confluence Server API.    h3. Why this is important  If administrators need to update a large number of page restrictions, the API would be helpful for automating some of this work.     h3. Workaround   The [<USER>Confluence CLI|https://bobswift.atlassian.net/wiki/spaces/CSOAP/overview] can achieve this objective.     """""""		0.9876468	
CONFSERVER-57937	CONFSERVER	Suggestion	"""Confluence support for Zing OpenJDK"""	"""""""h3. Problem Definition  Currently AdoptOpenJDK is supported as an Oracle JDK alternative ([Is OpenJDK Supported by Confluence?)|https://confluence.<USER>confkb/is-openjdk-supported-by-confluence-297667642.html]   Customers potentially will want to use other OpenJDK solutions moving forward.     h3. Suggested Solution  Please consider support for other OpenJDKs, specifically:   Zing OpenJDK [https://www.azul.com/products/zing]    h3. Why this is important  Other OpenJDK solutions will be used by customers    h3. Workaround  Only supported option at this time is AdoptOpenJDK"""""""		0.9876294	
CONFSERVER-57807	CONFSERVER	Suggestion	"""Ability to disable automatically inherited Page Restrictions"""	"""""""h4. Problem Definition  Currently, there is no way to disable the automatic permissions that are inherited on child pages, from the configured page restrictions on parent pages. This is a limitation in select cases where a user might not want those permissions to be automatically applied in the first place.    h4. Suggested Solution  The ability to simply select whether restrictions from a parent page should be applied to its child pages would already solve this issue, and provide greater freedom to Confluence admins."""""""	"""Once a space has already become large and relatively complicated, moving some pages to a separate space to accommodate separate permissions is not efficient.      Ideally, I would want the ability to _DENY_ access to a group or individual, so I could override the inherited permissions _just for that group/individual and just for that page._    Being able to disinherit parent permissions for that page (would this affect the sub-pages?) at least gives us the ability to virtually """"deny"""" by only adding groups/individuals we want to ALLOW.  However, that is also not efficient if you have an environment that has dozens of groups and you only want to exclude _one_ of them on that page. :-/     """	0.98751915	
CONFSERVER-58199	CONFSERVER	Suggestion	"""Enable multiple Confluence instances to connect via Slack Server plugin"""	"""""""As an administrator with multiple Confluence instances, I would like to be able to connect multiple Confluence instances to a single Slack Workspace.   [*Confluence Server for Slack (Official)*|https://marketplace.<USER>apps/1220186/confluence-server-for-slack-official?hosting=server&tab=overview]  h3. Why is it important  Environments may rely on multiple instances for day to day activities and notifications from all instances are required.    h3. Workaround  None"""""""		0.9874982	
CONFSERVER-55882	CONFSERVER	Suggestion	"""Extension point to filter information about created pages on Confluence dashboard"""	"""""""Hi Team!    My name's <USER>and I'm a product owner of [Smart Attachments for Confluence|https://marketplace.<USER>apps/1219123/smart-attachments-for-confluence?hosting=server&tab=overview] app.    It will be nice to have an extension point to filter appearance of pages on the Confluence dashboard. So that we will have an option to block appearance of newly created pages (created by some third-party app) on the dashboard.    At the moment we are setting the old dates to pages, so they do not appear. But this is not convenient and is not good in general from the architecture perspective.    *Use Case*    We are using your native Confluence pages to render our own entities (folders) in the space storage for keeping documents and files. The problem is that a newly created page is displayed on Confluence dashboard. We would greatly appreciate if you could provide/implement some extension point to filter information about created pages on Confluence dashboard. So that we can use the native functionality instead of tricking Confluence with dates."""""""		0.98748326	
CONFSERVER-58970	CONFSERVER	Suggestion	"""Separate Plugin Administration permission from System Administrator permissions"""	"""""""h3. Problem Definition    Currently, in order to administer Confluence plugins, users need to have <USER>Permissions.    If a Confluence administrator needs to allow some users to administer only the Confluence plugins, giving those users <USER>permissions will give them total control over the Confluence instance, which is inconvenient.  h3. Suggested Solution    Separate the permission to administer plugins from <USER>permissions.    This way, users can be authorized to administer plugins without having permission to the remaining General Configurations (*Configuration*, *Users & Security*, *Look and Feel* and *Administration*).  h3. Workaround    Currently there is none."""""""		0.98741406	
CONFSERVER-58633	CONFSERVER	Suggestion	"""Confluence Excerpt That Populates Jira Description"""	"""""""We generally have a process of creating Epics in Jira and linking them to a Confluence page that contains the detailed requirements (i.e. prior to create the Jira tickets for the work). It would be nice to have the ability to have an Excerpt type macro in confluence where you can link the excerpt to a Jira ticket and have that information displayed in the ticket. This would prevent the typical cut-and-paste problems and keeping the data in-sync. While, in principle, I think of this as being linked into the Jira Description field, it may make sense to have it as a separate field. I do realize this poses a problem, because if you have more than one Excerpt linked to a single Jira ticket, what would be the best way to display that information. I would envision it as a page tool, where the most recently updated excerpt is show on the ticket with navigation buttons to swipe through the excerpted segments. Overall, the idea is really to have a Jira ticket that has tight integration to a single Confluence page.  """""""		0.9874068	
CONFSERVER-57448	CONFSERVER	Suggestion	"""Allow restriction of user results from showing up in quick search and rest API searches for certain users or groups"""	"""""""h3. Problem Definition  Even after [restricting a user's ability to use the people directory or perform a quick search|https://confluence.<USER>confkb/how-to-restrict-users-from-accessing-people-directory-or-search-users-from-quick-search-688883545.html], a user can still use the REST API to locate another user's information:      h3. Suggested Solution  We cannot restrict the API entirely as Confluence uses the same REST API for it's processes as noted in [CONFSERVER\-7913: Need ability to limit use of remote API to certain users, or a certain group|https://jira.<USER>browse/CONFSERVER-7913]. However, it would be useful to be able to restrict certain users or groups from receiving user results.    We have the [CONFSERVER\-7837: People Directory and """"""""controlled"""""""" privacy / configure access to People Directory depending on Group membership|https://jira.<USER>browse/CONFSERVER-7837] feature request, however, this feature doesn't include results that can be pulled from the REST API."""""""		0.98739433	
CONFSERVER-58079	CONFSERVER	Suggestion	"""Option to disable Launch On Startup during installation of Atlassian Companion app"""	"""""""h3. Problem Definition    During installation, there is no option to disable Launch on Startup for Atlassian Companion App. for both .exe and .msi packages. Only once it is launched, we can disable the option.    h3. Suggested Solution  * Add an option during installation, where this can be disabled.  * For MSI packages, we can implement something similar to Roaming profiles that can be configured deploying through MSI package, we can try to add an option for this configuration as well.    h3. Why this is important  The customer has complained that they don't want the Companion app to automatically launch for all users. As many users don't need or use this app, it creates unnecessary confusion for the users and also cause drain on resources.    h3. Workaround   (Optional)  After first launch of the app, the user can disable the Automatic Launch on Startup.  """""""	"""We have reviewed this suggestion and decided that we will not implement it. """	0.98734933	
CONFSERVER-57766	CONFSERVER	Suggestion	"""A new approach for resource-intensive tasks in Standalone Server"""	"""""""On Confluence 6.10, we made awesome improvements, one of the major improvements regarding performance, was made uniquely for Data Center version of Confluence, [a sandbox|https://confluence.<USER>doc/confluence-6-10-release-notes-952058221.html#Confluence6.10ReleaseNotes-Anewapproachforresource-intensivetasksinDataCenter] to handle such processes. It's known that aspose and file previews can cause severe performance issues.     This suggestion is to add the same feature for Confluence Server"""""""		0.9873389	
CONFSERVER-57534	CONFSERVER	Suggestion	"""Limit which groups users can share content with"""	"""""""h3. Problem Definition    AD groups inherited through a user directory connection such as the """"""""Everyone"""""""" group will have all users as members. It is desired to block a group such as this from being used to share content with, i.e. the group does not show up as a sharing recipient and therefore cannot be used to spam all users.   h3. Suggested Solution    Create the ability to blacklist groups which will suppress their ability to be used for sharing purposes, but will leave them available for user security/permissions purposes. The could also be done via group attribute that is either """"""""can be used in sharing"""""""" = on or off  h3. Workaround    An LDAP filter can be put in place to prevent the Everyone group from being inherent through the user directory connection, but this takes away the groups usefulness as a security/permissions group in Confluence."""""""		0.9872421	
CONFSERVER-60005	CONFSERVER	Suggestion	"""Ability to track the user login attempt"""	"""""""As a Confluence administrator, we would like to have a way to track the user login attempt for security reasons. It will be great to have the similar as in JIRA:       *Workaround solution:*  You can still enable the debug logging for the Default login manager package by adding the following line in the file log4j.properties:   {code}  log4j.category.com.atlassian.confluence.security.login.DefaultLoginManager=DEBUG  {code}  The following example trace will be added to the log file atlassian-confluence.log:   """""""	"""Team,     We have a scenario that we need to capture confluence login & logout info for audit and data governance purposes. This is seemless for Jira, however confluence doesn't provide a way to read login information from access log.    The workaround could be more useful if it prints additional info such as IP address, <USER>along with login time and user id. however for logout again we need to rely on access logs, this adds another complexity of getting logout and login info from two different files.    It will be useful to all the customers who want to audit the login/logout info.  Please reconsider this feature."""	0.9872348	
CONFSERVER-58227	CONFSERVER	Suggestion	"""Built-in Interactive Search instead of Pagination"""	"""""""*Background*  Atlassian Applications such as Jira and Confluence implements _pagination_ as a user interface design feature. The purpose behind pagination is also to improve on Performance whereby loading of items are limited.    *Suggestion*  Most modern graphical user interfaces are using _Built-in Interactive Search_ which can be a better way instead of _pagination_. A search function would be able to return accurate results quicker instead of having the person to click on pages based on """"""""guesses"""""""" on where the items are.     If _pagination_ is still the way to go, then at least implement a global setting which defines the maximum number of entries one sees per page.    P.S: This might be a good source of reading, https://www.nngroup.com/articles/item-list-view-all/  """""""		0.9872279	
CONFSERVER-59333	CONFSERVER	Suggestion	"""Bundle Central License Availability plugin with Confluence"""	"""""""Confluence currently doesn't have an intuitive way to work with Licensing and Licensed User seats. See this feature request for background on this topic:  https://jira.<USER>browse/CONFSERVER-54271    Atlassian has since released a plugin to help administrators find which users are counting towards a license called the *Central License Availability* plugin: [https://marketplace.<USER>apps/1220745/centralized-license-visibility]    And while the plugin doesn't ultimately solve the UI request (Crowd DC is required to take advantage of that feature), it does remove hurdles for admins who need to pull lists of active users counting towards a license with all types of implentations.     This [popular KB|https://confluence.<USER>confkb/how-to-get-a-list-of-active-users-counting-towards-the-confluence-license-298978076.html] can be used in some situations, however it has major caveats with respect to LDAP nested groups and duplicate users across directories. Both of these caveats can be safely ignored when leveraging the Central Visibility plugin. As a result, we would request that the plugin is bundled with Confluence files moving forward to aid in license management. """""""		0.98720354	
CONFSERVER-57354	CONFSERVER	Suggestion	"""Full Compatibility with JAWS """	"""""""Currently visually impaired users who are using JAWS V2018.1808.10 (downloadable from www.freedomscientific.com) with Confluence are having issues where the Page Tree nodes are not easily distinguishable between the expand and collapse states. Currently JAWS  only says """"""""link"""""""" when referring to this link. This is currently affecting users productivity as it is difficult to understand the structure of a space. """""""	"""Hello dear Atlassian Team,    I am sad to see that the whole topic """"accessibility"""" handled.    There should not be any required voting at all for somethng like """"accessibility"""". We are talking about a requirement for handicapped people and not feature rquests.  The worldwide understanding of a software being accessible is, that this should be possible with basically any screen reader software. Especially in governments / public sector of countries,  we have the responsibility to ensure that such access is ensured. Not doing so would actually mean, having to deinstall a software.   See the comment from this customer too: https://jira.<USER>browse/CONFCLOUD-33573    I really have interest in seeing Atlassian taking screen reader compatibility more serious in 2020. The bug policy regarding accessibility issues should be reconsidered. If you get reported of  issues, there should not be any vote nessesary to do so. Help those people being able to enjoy your products. Proactive. In our case we are using sompany"	0.9867862	
CONFSERVER-58865	CONFSERVER	Suggestion	"""Customization of the URL link in the space logo"""	"""""""Please, consider adding the possibility of customizing to where the URL of the confluence icon (that is on the top right corner of my space) sends the user when clicking on it, making it able to send the user to an external page.     If possible, it would also be helpful to be able to customize it according to which space is being used.    In my company we have three scenarios where that feature would be useful:   # Using confluence to display only pages, it would be useful to implement it with our site without disturbing the design. We could simply link directly to specific pages without being limitation and when the user click on the top right icon, he would be sent back to our site, basically having a better user experience (in that scenario). As it is now, i need to create a link on a page to achieve the same result.   # Im creating a space for our documentation in English and another in Portuguese. If i set my icon to send the user to the English space as the standard, when a user is reading the Portuguese version and clicks on our icon, he will be redirected to our English page, if that was contextual, it would be very practical.   # Considering the previous scenario, if i was able to work with external links, i would be able to resolve my problem simply trought the site side, not trough confluence.    Thanks in advance."""""""		0.9867163	
CONFSERVER-58156	CONFSERVER	Suggestion	"""Send in-app notifications for security vulnerabilities"""	"""""""h3. Problem Definition  When security vulnerabilities occur, Atlassian sends emails to the primary technical contacts associated with a license. Emails can be lost in email filters or spam boxes, which can leave administrators unaware of a vulnerability.     h3. Suggested Solution  Provide an in-app notification to Confluence administrators to make them aware of any vulnerabilities (in addition to sending emails).     h3. Why this is important   It is important that administrators be informed of vulnerabilities as soon as possible. By adding this feature, we will provide an additional channel through which an administrator can learn about vulnerabilities.     """""""		0.9867077	
CONFSERVER-57356	CONFSERVER	Suggestion	"""Confluence should not hold a database connection when it is not needed"""	"""""""h3. Problem Definition  On a super high-level description, Confluence occupies a database connection from the connection pool throughout the entirety of the HTTP request. Once that HTTP request returns, the database connection is returned to the pool.  This is a very complex topic on how Confluence handles database connections. Several enhancements and optimizations were done throughout the years to make sure we don't hold up a database connection for long. However, the first statement still holds.   When an HTTP request is required to interact with an external system, that database connection will still be held until a response is received from the remote server. In the case where you have a slowness with getting the response, the new incoming HTTP requests will open more database connections in Confluence.    h3. Suggested Solution  It would be nice to have Confluence use a database connection only when it is needed within the lifespan of an HTTP request.    h3. Workaround  Unfortunately, there are no workarounds at the moment."""""""		0.9866176	
CONFSERVER-57410	CONFSERVER	Suggestion	"""Require 2FA Challenge for Designated Spaces"""	"""""""h3. Problem Definition  Currently Two Factor Authentication (2FA) can be enabled at an account level, requiring a user to use a secondary authenticator when logging in.    It would be useful to be able to prompt for 2FA when a user attempts to access particular spaces in order to ensure that the user who authenticated is still in control of the session.    This is a common function in many systems in order to access more sensitive information.    h3. Suggested Solution  Implement Space level 2FA for users who are already authenticated.    This 2FA should allow access to the resources with a controllable timeout.    h3. Workaround  None currently."""""""		0.9865812	
CONFSERVER-56448	CONFSERVER	Suggestion	"""Transfer Content Ownership"""	"""""""h4. Suggestion Summary  As an administrator, if I need to create a new username for one of my users for any given reasons, I would like to have an option in the UI to transfer content ownership from his/her old username to the new username.    h4. Workaround  We can run SQL Queries to make it happen, but, data manipulation is always risky. Knowledge Base Article with the workaround can be found [here|https://confluence.<USER>confkb/how-to-transfer-content-ownership-in-between-users-958450595.html]."""""""	"""We need this just for General scalability. We Farm out our space creation to IT support staff, so every single space has the wrong content owner on it from go. We need to be able to add a separate owner to the space and page (and create spaces on someone else's behalf.). For audit purposes, we also need to see the audit trail of ownership changes (when ownership changes for any reason) so database hackery is not really an option.    Also, the subject matter expert for pages often changes as people move to other projects and someone else takes over the old SME's content. This is fairly common. We also have old pages that need a proper owner (created by people no longer at the company, <USER> and we need the ability to click """"assign/take ownership"""" so people can do that.    I tried Comala Workflows for this but the UX is too confusing (to the user) no matter how we work it, to be a satisfactory solution. Comala support helped me a lot with authoring the workflows to be the most intuitive/powerful, but in the"	0.9865589	
CONFSERVER-55974	CONFSERVER	Suggestion	"""Don't force transition to Data Center with Data Center license"""	"""""""h3. Problem Definition    When admins upgrade to a data center license after their previous standalone license expires, applying the license to Confluence forces a migration to Data Center, whether the admin is ready to perform this transition or not.  h3. Suggested Solution    Allow the option to apply a Data Center license without migrating the instance to Data Center. This would allow admins to use a valid data center license on a standalone instance while taking time to plan for a transition to data center if needed.  h3. Workaround    If the previous license is expired, and the admin is not ready to transition to Data Center, the admin can generate a 30-day evaluation license at [https://my.<USER>https://my.<USER>] to buy time before the transition."""""""		0.9865522	
