issue_key	project	issue_type	summary	description	comments	design_prob	Label
MULE-12795	MULE	Enhancement Request	"""Update JMS caching strategy defaults for decent OOTB performance"""	"""""""By default JMS session caching is just 1, whereas in Mule 3.8 it is unbounded and as such defined implicitly by the number of worker threads in the Flow.  Using a default of just 1 impacts OOTB performance significantly.    Also in 3.x cacheConsumers was off by default to avoid consumer leaks with publish-consume and temporary reply queues, yet it is on by default in 4.x. This needs to be tested fully with publish-consume, temp queues and load before changing this."""""""	"""The cache engine used to cache the Consumers take into account if this one is a consumer from a Temporal Queue, if this is the case, no cache will be performed, so no Consumer leak will occur with PublishConsume operations.    Default cache size was fixed in: MULE-12781"""	0.9878697	
MULE-11542	MULE	Task	"""Tooling API should have only one ArtifactResolver interface"""	"""""""It would be better to only have one interface to be implemented by customers when using Tooling API for resolving external dependencies."""""""		0.9876972	
MULE-13517	MULE	Task	"""Spike: refactor core API"""	"""""""We need to do an spike over the mule-core API to:  * Identify the part of the API that is required by apps or plugins and move it to mule API if possible  * Identify the epart of the API that must be moved to an internal package  * Identify which part of the API must remain as API of the mule-core API if it's not possible to move in to any of the former cases  * Create new tasks to work in parallel on the core API refactoring.    The following tasks have been identified already:  * Migrate flowRunner to use ExecutableComponent instead of flow  * Agent: Use ExecutableComponent instead of flow  * Remove processor form api, provide support to give callback to test:processor  * Migrate MuleContext usages in tests"""""""	"""Core-api has many classes that can be internal/privileged and other classes can/must be moved to mule-api or other module's API.    During the spike, I was able to reduce the number of classes on core's api in a 25% aprox. However, most of the exposed classes are exposed because of the strong dependency against MuleContext that exists in many places.     For example, all the integration test infrastructure depends on MuleContext. In order to have each test running under the same model as the container, we need to expose MuleContext on the API, so it cannot be hidden. The real problem is not to have that class in the API, but to let the user to get the application's mule context and manipulate it.     """	0.9875832	
MULE-14467	MULE	Task	"""Provide mechanism to trace a request as it goes through the policies chain."""	"""""""It would be a great troubleshooting tool to have a logging level that once enabled allows to view the whole trip of a request as it goes through. For each request we would expect to see:   # Each policy it goes through. In source and operation.   # Outcome of each policy (allow or reject and reason)   ## It could be an extra to have enhanced logging on specific API processing. Step by step and outcome with details   # Final response    Each log message should be accompanied by a request ID in order to be able to trace a specific request as it goes through the policies chain in concurrency scenarios and it should log all information of the event, except for payload (AGW-1926 was created for payload logging).    This feature will allow us and our customers to troubleshoot what happens to a specific request. For example which policy is rejecting it and for which reason. Or to tell which policies have been applied to it and assert that was the original intention, just to name a couples examples."""""""	"""Hello [~evangelinamrm], I can see that this is done but am not sure how to enable it. Should we set a package in DEBUG or TRACE mode using Log4J2. Is this documented somewhere? I'd like to use it in an actual support case.  Best!"" [SEP] ""The feature as is it can be enabled by defining in TRACE level in the /conf/log4j.xml the following package:  """	0.98751485	
MULE-14110	MULE	Task	"""Add support for chainless routes in extension model"""	"""""""Chain are mandatory in routes right now, therefore you cannot have reference routes as in the """"""""on-error"""""""" component."""""""	"""Wouldn't that be a component instead of a route? A route without a chain is like a car without an engine. Maybe we're missing a concept, but I believe this would be just a component"" [SEP] ""Well, since routers are not allowed to have """"components"""" but only routes, and Scopes are allowed to have Optional chains (ie, no component inside, just attribute parameters), I see the point of having '<on-error-continue when=""""condition""""/>' as a route... "" [SEP] ""Following up on this, the Chainless route describe here is actually, as MG said, a component.    We'll replace the onError route in the errorHandler router with a NestedComponent that accepts only onError processor using a custom ON_ERROR stereotype."""	0.9874572	
MULE-12522	MULE	Enhancement Request	"""ProcessorNotificationPath badly generated for Transactional scope"""	"""""""When generating a paths for message processors, children of a transactional scope get paths as if they were siblings.   e.g:      Generates:  */single-transaction/processors/0  */single-transaction/processors/0/0  */single-transaction/processors/0/1  */single-transaction/processors/0/2    And it should generate:    */single-transaction/processors/0  */single-transaction/processors/0/0  */single-transaction/processors/0/1  """""""	"""The problem is in NotificationUtils.  When a transactional scope is found, it's added to the parent path element. Then, addMessageProcessorPathElements is called but since TransactionalInterceptingMessageProcessor extends AbstractInterceptingMessageProcessorBase, it links it parent with it's children and they all end up in the same level.    """	0.98745614	
MULE-12212	MULE	Task	"""Review if the approach used to separated mule API from the implementation is the right one"""	"""""""Mule API has org.mule.runtime.api.message.Message interface. Instances of that class are created using a org.mule.runtime.api.message.AbstractMuleMessageBuilderFactory implementation which is found via SPI.  Mule API jar does not contain any implementation of the that factory.   In a previous version of  org.mule.runtime.api.message.Message class, there was a NULL_MESSAGE constant which, in order to be built, it required a builder to be available on the class path.  Because of some change required to provide a privileged API, the container classloader has to be used to find the message factory, instead of using the current thread's context classloader. This change, made visible a problem with the API/implementation approach as under some scenarios, there is no message builder factory available.  For example, the extensions maven plugin used to build SDK extensions, depends on Mule API only. When extensions has org.mule.runtime.api.message.Message on their API, then the plugin will need to load that class to do some processing. This will fail, as before, if there is any message constant that require to be build on the Mule API side.    For these reasons, will have to review if the approach used to separated mule API from the implementation is the right one."""""""	"""In order to fix the problems in the description for Message and DataType, the implementation of the builders must be in the *mule-api* project, in an internal package. Before being able to do this, the following items have to be tackled:   * MULE-13351   * MULE-10013   * MULE-13352   * MULE-13353    Doing this, also, has the following effects:   * Will add guava dependency to mule-api (used internally by DefaultDataTypeBuilder for caching)   * Move `org.mule.runtime.core.internal.metadata` packages to mule-api (utilities used by DefaultDataTypeBuilder)   * Although they will be in an internal package, compatibility stuff on message will end up on the api repository (properties, attachments)."""	0.9873891	
MULE-13501	MULE	Enhancement Request	"""Allow multipart message for WS Consumer"""	"""""""When trying to handle a multipart SOAP request, the WS consumer fails. To encourage a uniform model of flow design with component reuse, the WS Consumer should support this.    From the docs on WS Consumer:   * The Web Service Consumer cannot handle multipart SOAP requests. If a multipart SOAP request is submitted, this error occurs: {{Operation Messages With More Than 1 Part Are Not Supported.}}"""""""		0.98737866	
MULE-11481	MULE	Task	"""Define mechanism to decouple tooling API from changes in the runtime APIs"""	"""""""This task is to define the mechanism to use to decouple the tooling API from the runtime API so tooling projects (exchange, studio, mozart, etc) can always depend on the latest version of the Tooling API.    We need to take into account that, since we are keeping backward compatibility for our APIs, it's easy to think that just exposing the latest version of the API should work but this is not the case. For instance, a new method added to the API (keeps backward compatibility) will cause a NoSuchMethodException if it's invoked against a mule version older than the one that included this new method."""""""		0.9873284	
MULE-11173	MULE	Task	"""Spike: Allow ToolingRuntimeClient to load the Container class loader in order to support retrieving ExtensionModel"""	"""""""Tooling Runtime Client should create the Container ClassLoader so it can later resolve ExtensionModel of an extension using deployment model from Mule."""""""	"""As result of this spike a branch with a sample approach has been created, discussed and conclusion is to implement similar approach but at service level instead of the whole client bootstrapping.   https://github.com/mulesoft/mule-runtime-tooling-client/pull/27  """	0.98728174	
MULE-11487	MULE	Task	"""Review if org.mule.runtime.core.management.stats.ProcessingTime is required"""	"""""""Mule 3.x uses org.mule.runtime.core.management.stats.ProcessingTime and org.mule.runtime.core.management.stats.ProcessingTimeWatcher to calculate the time used to process a given event.   A ProcessingTime is attached to each event when the event is created. ProcessingTimeWatcher uses weakReferences to those ProcessingTime instances to detect when a given event has been processed.  This approach has issues on mule 3, but it won't work on mule 4 as the event is immutable, to every change in the event requires to create a new one, so the ProcessingTime will be released every time the event is changed.  Mule 4 has EventContext#success and EventContext#onError methods that could be used to replace the ProcessingTime management"""""""	"""This is being used by statistics and in turn the agent so cannot simply be removed."""	0.9872278	
MULE-11261	MULE	Task	"""Spike on new streaming capability"""	"""""""Spike it"""""""	"""The results of this spike are in this branch: https://github.com/mulesoft/mule-api/tree/streaming_poc    This spike only tackle the case of byte streams (InputStream - byte[]).    Two main problems were identified:    * It's not enough with having random access streams. We also need thread safe access  * If the stream position is random, then who's responsibility is it to reset the position?    The solution was to:    * Take inspiration in DW's SeekableStream and make it support concurrency. The result is the TraversableStream class.  * Who should reset the stream position? The answer is NOBODY. What's natural for any component receiving a stream, is to assume that the stream is at it start position. So the solution was to create the TraversableStream#openCursor() method. openCursor() returns a CursorStream, which is an InputStream which has random access semantics.  * So the solution's end game is that the runtime should wrap streams into TraversableStreams. Each time a component wants to consume that strea"	0.9871638	
MULE-13914	MULE	Task	"""Allow to enable a minimal application model for DataSense"""	"""""""Allow to resolve the minimal application model, right now the code is using the component building definition providers to visit the attributes definitions, that may not work on contexts where the definition is not present.  Another approach would be to enable defining the building definition without the need of the class loader."""""""		0.98710895	
MULE-12932	MULE	Task	"""Rethink how smart connector must work with the component model framework"""	"""""""Rethink how smart connector must work with the component model framework"""""""	"""There's nothing to rethink.  First approach worked just fine, and doing refactor doesn't make much sense as the macro expansion code is 100% internal and can be changed at any time.    Closing this one."""	0.9869306	
MULE-11554	MULE	Enhancement Request	"""Provide an API for processors that have scopes"""	"""""""MUnit has the SPY processor its dsl is as follows:        Where assertion-before-call and assertion-after-call should contain a chain of message processors.     We currently can not do this with the SDK nor we we have a long term supported way to do so with mule.    We require Mule to provide a way to create such cases.     Also we should need a way to limit the type of processors allow in this kind of chains so the user can not go wild and start doing thing that will lead to error.s """""""		0.9869055	
MULE-13627	MULE	Task	"""Use injection in core objects instead of propagating the muleContext"""	"""""""Stop using MuleContextAware or injecting the MuleContext in favor of just injecting what each object requires.    By doing this, downcasts to MuleContextWithRegistries would not be needed anymore.    There are also some issues with the order on how the objects are initialized, and some objects may be trying to use objects that have not yet been initialized"""""""		0.9868476	
MULE-12024	MULE	Epic	"""Mule 4 - Message history"""	"""""""This EPIC is to create a feature to store in the runtime the set of messages that when through the flows so this information can be accessed through the tooling client and shown in the design time tools to understand what's going on witihin the flow."""""""		0.98680836	
MULE-11882	MULE	Task	"""Consolidate classloading isolation"""	"""""""We must consolidate class loading isolation functionality between:  - Mule runtime  - Embedded runtime    It would be ideal to create a classloading module with classloading capabilities for filtering that it's not tied to specific mule concepts like ArtifactClassLoading. Then we can reuse that common module in every proyect that requires some sort of classloading isolation."""""""		0.9868024	
MULE-12698	MULE	Task	"""Disable support for using pom repositories on Mule Maven Client when resolving dependencies """	"""""""It was a nice idea at first to also allow Mule Maven Client to support taking into account remote repositories declared on pom.xml files. The drawback is that it is not taking only the ones in the pom.xml for the artifact being resolved but Aether also reads all the remote repositories for dependencies of that pom.xml, therefore it ends up a lot of transfer errors as those pom.xml has different serverIds for same repositories (in Mule cases) or external repositories.  When all of these repositories are public there is not an issue but when dealing with secure repositories it ends up a lot of requests and also failures to those servers when resolving dependencies (as Maven does when you have a similar environment and do a mvn $goal).    Lesson learned, enabling this feature may end up a not wanted behavior when resolving dependencies/artifacts either in Mule deployment as other clients of the Mule Maven Client (Tooling). It is better to have more control over the remote repositories that should be used to fetch dependencies/metadata.    The way remote repositories are handled, should be:  * If no explicit remoteRepositories is set to MavenConfiguration it will take into account those from the settings (merged from global and user)  * Remote repositories on pom.xml files are ignored (this cannot be changed)  * If no settings are provided the remote repositories from MavenConfiguration are used.  * If settings is provided with only servers section (credentials) and explicit remote repositories on MavenConfiguration don't have authentication set it will set (if defined) the one from servers sections on settings  * In case if both settings and explicit remote repositories are provided through MavenConfiguration the merge of them should consider serverId to find duplicates and consider the ones on MavenConfiguration to have priority over the ones on settings. By priority it means that if there are two remote repositories with same id but different URLs the one from MavenConfiguration will be used and the other discarded.  * If not pom.xml repositories are not ignored the default maven repository would be also added to the list of remote repositories, therefore """"""""central"""""""" would need to be defined by users in settings.xml or explicitly through the MavenConfiguration (if needed)"""""""		0.9867632	
MULE-14453	MULE	Task	"""When creating ApplicationModel and ComponentModels inner beans should have a name so they can be later retrieved"""	"""""""mule-aggregators-module added a new kind of reference, an aggregator listener can reference to an aggregator that is a source component.    This needed to be handled by LazyInit and DataSense in order to support it. At the same time the org.mule.runtime.config.internal.BeanDependencyResolver had to be patched to work on this case as whenever the code to resolve dependencies from ApplicationModel was also returning as bean name the aggregatorName (needed for LazyInit) but the aggregator which is a source is created as inner child bean with Spring therefore the name declared on the aggregator is not the name that goes to the Spring bean and it couldn't be retrieved later in order to set as dependency."""""""	"""The component models dependenciaes are matched by name and stereotype in a generic way from the artifact ast (MULE-17242 and MULE-17198)"""	0.9867399	
MULE-13549	MULE	Task	"""Tooling Runtime Client should use slf4j implementation from client class loader"""	"""""""Tooling Runtime Client implementation now is loaded in an isolated class loader so slf4j implementations provided by client's class loader are no longer accessible. A possible way to handle this would be to set up as boot package slf4j packages so they would be resolver with the parent boot classloader and this means that client's provided implementations may work."""""""	"""[~alejo.abdala] [~<USER> after discussing about this we decided that this won't be done due to it would have class loading leaks.    Tooling Runtime Client will use log4j as slf4j implementation and customers will be able to set up a log4j configuration, the suggested configuration will be to write in a file the log and consume it from your side in an asynchronous way. This will prevent to have leaks or any other critical issue when loading and disposing different bootstraps for Tooling."" [SEP] ""Will only be supported to pass a log4j configuration file instead and internally Tooling Runtime Client will start and dispose the log4j context."""	0.98669505	
MULE-14338	MULE	Task	"""Add support for notifications that must be able to consume managed streams"""	"""""""We need a mechanism for the notifications listeners to work with managed cursor streams.     Today a notification that consumes a managed stream may fail if the stream was closed because the flow finished before the notification execution. We need a mechanism to properly handle those cases."""""""	"""One possible solutions is to allow notifications to declare if they may access the managed streams within the Event.   - If they declare not to use them then we can proxy the managed streams and fail as soon as they try to use it with a clear error message. This will make very clear the problem they have, how to fix it and will happen as soon as they try out their notification   - If the declare to use it then we need to have a mechanism for the notification to inform that is done so the managed stream can be properly closed"""	0.98669213	
MULE-14517	MULE	Task	"""Provide a way for ModelValidators to differentiate from compile and runtime, by version"""	"""""""Provide a way for ModelValidators to differentiate from compile and runtime, by version.    This mechanism should allow any model validator to declare in which version any given validation was added, and execute that validation accordingly to the plugin minMuleVersion.    A plugin written using the 4.0 validations, should not fail at runtime with 4.1 validations but the latest validations should be applied at compile time.     This behaviour should be the same for all the plugins and not only the java-based connectors."""""""	"""Mule 4.2 don't run validation on run-time."""	0.98667127	
MULE-13367	MULE	Task	"""Replace """"maven"""" descriptor loaders ID """	"""""""Descriptor loaders ID """"""""maven"""""""" used to identify bundleDescriptorLoader and classLoaderModelLoaders in the artifact descriptors has to be renamed to """"""""mule"""""""". The reason is that, at least in the case of the classloaderModelLoder, we are using """"""""maven"""""""" as the ID, but we are not always using Maven to load it.    We support heavy/light packaging of artifacts. Both are currently using """"""""maven"""""""" as the ID, but in the case of heavy package, we are using the classloader-model.json to load the classloader model instead of using Maven."""""""		0.98665243	
MULE-12657	MULE	Task	"""Resolve extension models internally in tooling client services"""	"""""""Resolve extension models internally as it's being done in the datasense service so tooling can stop depending on extension models to consume tooling client services. """""""		0.98664814	
MULE-14077	MULE	Enhancement Request	"""Add the concept of target to flow ref"""	"""""""*Add the concept of target to flow ref*    * In Mule 3.x when doing a flowRef it was very common to use an enricher to don't mess the event.  * In Mule 4.x the message enricher doesn't exist anymore, so when doing a flowRef there is no way to prevent the return of the message of the flowRef change the current payload.    *Proposal*    * In the same way as the connectors do, add the concept of *target* to the flowRef, so the mule developer can decide where the result of the reference should go."""""""	"""Duplicate of MULE-14198"""	0.9865704	
MULE-12827	MULE	Enhancement Request	"""Support multipart streaming"""	"""""""Currently, users must decide whether to stream multipart content by not parsing it or to handle all of it in memory if they want to easily manipulate it, say to take only some of the parts and store them, which means large content is prohibited. We should provide a better way of handling that kind of content.   Some possible options are:  *  storing each parsed part and then referencing those files  * have DW support multipart/form-data and so on, to leverage their solution and ease of handling  IMO, the latter would mean greatly simplifying our solution and the user experience since it would all be consistent. Same could apply to form url encoded content."""""""	"""This has been implemented by the DW team. Multipart payloads are now streamed."""	0.98654336	
MULE-13017	MULE	Enhancement Request	"""Tooling Runtime Client should allow to use an Executor to control threads"""	"""""""Clients of Tooling Runtime should be able to provide an executor service to control threads and allow them to track logs by using ThreadLocal variables as many frameworks do.     """""""		0.9865045	
MULE-14480	MULE	Epic	"""Mule 4 - Artifacts Configuration"""	"""""""This epic is for task related to artifact configuration. It may be deployment time configuration or runtime time configuration.     The idea is that both are configured in exactly the same way. The only difference is that not everything can be configured at runtime.    This document must be used as base for this epic: [https://docs.google.com/document/d/1_pnJZpCTjAQLBQUF4hwdfFw3k_7e0nu1HZMyal-SN6I/edit|http://example.com]"""""""		0.9865025	
MULE-11255	MULE	Enhancement Request	"""Add support to use artifact plugins on policies"""	"""""""Policies need more functionality than the provided by the mule core components. They need to be able to use artifact plugins as part of the policy configuration.  A policy must define which plugins are required. If a given plugin is used on the application, the policy must use the same plugin, if it is not compatible, the policy cannot be applied. If a given plugin is not used on the application, it must be deployed internally on the policy context."""""""		0.9863696	
MULE-11982	MULE	Task	"""Boot packages needs to be removed and modules must explicitly define what they export"""	"""""""ContainerClassLoaderFactory.BOOT_PACKAGES defines a set of packages exported by container modules that must always be loaded by the container class loader.  This means that, if a service has a dependency to javax.mail but javax.mail packages are defined as BOOT_PACKAGES, then the service class loader will not try to load the javax.mail class never and will always delegate to the container class loader.     The problem is that, if the dependency with that package is not longer bundled in lib/opt in the container, then the service, even if it bundles javax.mail, it won't be able to load the class resulting in a NoDefClassFoundException."""""""	"""Another case: When using CXF, it depends on jaxb-impl artifact and that artifact has classes in a package starting with com.sun which is also defined in the list of BOOT_PACKAGES. Since jaxb-impl it's not in the distribution it fails. As workaround the jaxb-impl dependency was added to the runtime.    We tried to remove the """"com.sun"""" and """"sun"""" from the BOOT_PACKAGES list but we found the following errors:   - The schedulers services failed to get access to the scripting engine for JS.    - There were other classloading issues with classes belonging to sun. pacakges."""	0.98628587	
MULE-11592	MULE	Task	"""Spike on providing a classloading solution to expose an API only to privileged plugins"""	"""""""Studio requires a mechanism to set the payload, attributes, variables, error, inbound properties, outbound properties, attachments and session variables.        We need to define a mechanism to allow the processor behind this construct to access the internal API so how, or define a mechanism to solve this problem.    One alternative that we discuss was to provide a classloading mechanism to allow to expose a certain API only to privileged plugins. This way we can also solve the same problem for the compatibility modules."""""""		0.98628205	
MULE-13464	MULE	Task	"""Allow the definition of custom error types in an app/SC"""	"""""""We have a gap in the error story which is that one can only create core synthetic types: both when mapping errors or raising them. This is to avoid references to known error types, from an extension for example. However, users might want to create their own error types to specify the behaviour of their apps. More importantly, when creating a smart connector it would be ideal to not propagate the internal errors but re throw specific ones (for example, catching an HTTP error from the API used and instead propagating the MY_NS:MY_FAILURE error with a specific description).  In order to avoid conflicts with other types, users should be able to declare the errors they'll use, so that when a raise-error or mapping is used we can verify against the users error type listing."""""""	"""Another use case here: in apikit, if one desires to create a global, maybe even modularized, error handler one might want to add new errors for each status code. Without this feature, you are forced to use the error types at least once somewhere in your api so they are registered. For the modularized version it is very likely that the actual api won't use some of the errors. Considering all this it's important to note that with the feature, the global custom error types could be suggested when using a raise or mapping to improve the design time experience."""	0.98625296	
MULE-11839	MULE	Enhancement Request	"""Support core components in the Extension Model"""	"""""""In order to support every mule component in the extension model, some new concepts have to be added, like:    - Scopes  - Routers  - Aggregators """""""		0.9862381	
MULE-11231	MULE	Enhancement Request	"""Allow operation parameters which override config ones"""	"""""""There's one common pattern in extensions:        The logic behind this is if optionalSomeParameter is not provided, then it defaults to whatever config.someParameter says. However, because someParameter might be dynamic, the operation ends up requiring access to the Event in order to resolve that value.    Because operations need to no longer be capable of accessing the Message nor the Event, we need to:    * Have a way to mark that an operation parameter is an override of a config one  * It should validate that both parameters are of the same type  * It should allow both parameters to have different names  * It should support the config parameter to be dynamic  * It should be compatible with either (or both) parameters to belong to different parameter groups"""""""	"""After further analysis, this introduces overlap with dynamic configs and generates two ways of doing the same thing."""	0.9862199	
MULE-13023	MULE	Enhancement Request	"""Allow configuration of lifecycle for objects from plugins"""	"""""""Currently, core contains interfaces as Component and LegacyConnector that exist in core rather than the compatibility module just to configure its lifecycle.         A mechanism should be put in place so that a plugin can contribute its classes to the lifecycle configuration."""""""		0.9861552	
MULE-12245	MULE	Task	"""Remove endorsed XML libraries"""	"""""""We've been using Apache Xalan with Xerces for a long time, but Java 1.7 (and 1.8) provides newer alternatives with more security features.    See this post (maybe a bit exaggerated, but the general idea is probably correct):  http://www.odi.ch/weblog/posting.php?posting=689    The purpose of this issue is to determine how many tests are broken, and if the migration is easy then doing it. Regarding APIs, all standard factories should be compatible but comparisons of XML fragments in our tests may fail due to differences in spacing, order, namespaces, etc.    Conclusions:  - It was possible to remove them.  - We are still using Woodstox XMLInputFactory and Saxon TransformerFactory in some places, but explicitly.  - licm (License Manager) required modifications.  - By including Woodstox or Saxon JARs in the classpath we are changing the default XMLInputFactory and TransformerFactory implementations. But as we use them through XMLSecureFactories for security settings, at least in our code we use the Java provided implementations. User applications and other code will use Woodstox/Saxon if loaded, and it can't be changed unless we remove their META-INF/service providers."""""""		0.98609275	
MULE-11712	MULE	Task	"""Manage optional dependencies on mule modules"""	"""""""Mule module plugin is not properly managing the packages from third party libraries that are """"""""optional"""""""" form maven point of view.  Suppose a module M uses a third party library A which uses another third party library B. A has B as optional dependency in the pom.xml file. This means that A is supposed to work even when B is not present at runtime (with some features not enabled/supported).  When a dependency is optional and it was not explicitly declared on M's pom.xml, then the plugin is not able to analyze B's packages, as the B artifact won't be listed as a dependency.  The thing is that those B packages used from A should be part of the M API only when B is available at runtime. So, the container should detect in some way whether or not B is available and include exported B packages depending on that."""""""		0.9860377	
MULE-12004	MULE	Task	"""[Perf] Review GC tunning for Mule 4 when used from Tooling Client"""	"""""""As part of the root cause analysis for MULE-11950 I found that when using Mule Runtime to deploy and deploy several times applications on Mule 4 the classloaders for each application is disposed/closed but the classes are not unloaded from the JVM.  After a while and doing the deploy/undeploy operation for more 150 times the response times for the JVM starts to be 4 or 5 times greater than it was for the first deploys.    For the time being Tooling has defined that the Metaspace should be sized to 256m but this ticket is about finding the root cause of this and define if needed the correct GC tunning for Mule."""""""	"""[~matias.baldini] We can close it now, work was done in PERF-1282 ."""	0.9859642	
MULE-11166	MULE	Task	"""Perform spike on NonBlocking policies"""	"""""""In order to support non blocking SDK operations, it'd be good to have policies applies in a Non blocking manner since right now the policies API is completely blocking.    Perform a spike and see what it takes"""""""	"""The spike was perform and the output is in the """"nonBlockingPolicies"""" branch.    The result is:    * Policies seem to be stateful and a new instance of each policy is created each time. Although this is not something that would stop us from having NB policies, it'b be great if the policies could receive a Publisher<Tuple<Event, Map<String, Object>> instead. This would make throttling policies way easier to implement, but right now the http policy is written in a stateful manner.  * Policies seem to be stateful. The state is the enemy here. We should try to rewrite them to be stateless  * After trying several approaches, the one which seems more promising is having the policy receive one event and return a Mono<Event>. However, if the points above actually lead to a refactor, this might no longer be true  * The major roadblock I found is the fact that CompositeOperationPolicy relies on synchronously storing a result event and propagating it forward.   * org.mule.runtime.core.policy.AbstractCompositePolicy.Ne"	0.9859282	
MULE-12385	MULE	Task	"""Fix: Some endpoints allow to define a reconnection strategy"""	"""""""In mule 2.x, it was allowed to define reconnection strategies within endpoints.  In mule 3.x, Reconnection strategies only must be defined in connectors or globally.  However, currently, in some connectors, such as HTTP, FTP, AMQP, Mail, so on, it's still possible to define reconnection strategies within endpoints (in the xml configuration, but it doesn't work).  A possible solution is to modify the scheme."""""""		0.98584425	
MULE-12217	MULE	Enhancement Request	"""Improve performance of Blocking scheduler"""	"""""""In a simple HTTP Echo scenario with a low-latency blocking component switching out our blocking scheduler implementation for project reactors Schedulers.elastic() appears to give a very significant improvement in TPS.  24K TPS -> 36K TPS.    Create micro-benchmarks and improve performance of our implementation so that if it is used in a flow with low-latency blocking components e.g. JavaComponent there isn't a significant impact on performance."""""""	"""[~rodrigo.merino] Did we have another issue for this?  Anyway, I created this one specifically because of difference in performance seen in testing."""	0.985838	
MULE-12701	MULE	Enhancement Request	"""Change log level for maven client"""	"""""""When deploying an application, the logs are full of maven client warnings that only generate noise to the users and give you the impression that the deployment is failing.    We should change the log level of the component, or redirect it to another log and not the console.    {code}"""""""	"""The warning should be there. They appear as a way to indicate that the configuration of the maven repos is not optimal, or that the environment in which the deployment is being don has some issue. In the case of a new user of studio, these warning may appear only as the developer adds repositories to his app pom.    Also, if anyway a product that manages a mule instance wants to avoid logging those, the log4j configuration file can always be edited by such mule instance manager. The log4j configuration that applies for this case is {mule}/conf/log4j2.xml (the logging config of the runtime). Since different products may want to change the logging in different ways, no such config should be in the out-of-the-box mule."""	0.9857422	
MULE-13345	MULE	Task	"""Tooling should be able to load Mule Runtime Services in order to avoid class loading issues"""	"""""""DataSense and Weave should accessed through its Services interfaces. Tooling should be able to create the class loader and load services as Runtime does."""""""		0.9857195	
MULE-14175	MULE	Task	"""Provide functionality in core to avoid direct use of reactor with different class-loaders in processor implementations."""	"""""""Avoid use of reactor in compatibility module processor implementations"""""""		0.9856942	
MULE-14121	MULE	Enhancement Request	"""Provide embedded container API to deploy Domains"""	"""""""We require a generic API  in order to be able to deploy a Domain from the embedded container"""""""	"""This has two outcomes:   * Support to deploy a domain (easy job, just add it to API)   * Support to deploy a domain but enabling LazyInit for it (this will be more complex to support) """	0.98568964	
MULE-11878	MULE	Task	"""Consolidate usages of aether repository into a single reusable artifact."""	"""""""Consolidate aether usages of repository between:   - The repository module   - MavenClassLoaderModelLoader   - MavenContainerClassLoaderFactory"""""""	"""mule-maven-client has been created with this purpose and the code mentioned above is already using it. The only one that has not been migrated is \{\{org.mule.runtime.module.repository.api.RepositoryService}} but it is no longer used internally by Mule.    May be used by clients so this task is just about changing the implementation to use MavenClient from mule-maven-client."""	0.9856808	
MULE-11881	MULE	Enhancement Request	"""Need a callback to know when root event context and all their childs are completed"""	"""""""Right now we have the isTerminated() and getParent() methods in the EventContext in order to obtain an event's parent context and make sure that such parent and all its childs were completed.     This approach is not ideal and has many complications. It also forces the StreamingManagerAdapter interface to have success(Event) and error(Event) methods which end up everywhere and everything is a big mess.    We should have a callback we can subscribe to get notified when a parent context (and all its children) are completed"""""""		0.98565674	
MULE-12799	MULE	Task	"""Move ArtifactDeclaration to a new API"""	"""""""ArtifactDeclaration should be a Tooling concept, therefore it has to be moved to an API that can be used by Tooling API and removed dependency from Mule Runtime."""""""	"""It has been decided to create a new API for artifact declaration that should be used by Tooling and implemented by Mule Runtime."""	0.9855527	
MULE-11898	MULE	Task	"""Decide what to do with container plugins"""	"""""""We have a feature to support plugins at the container level that automatically gets installed in mule applications.    We don't won't to support that mechanism, at least as it is today because:   - It's adding automatically dependencies to an application will may lead to a change on behaviour   - The classloader model won't represent such relationship which is a problem for exchange that will be tracking dependencies by analyzing POMs.   - The current mechanism installs the plugins in a plugins folder when it should do it in a maven repository."""""""		0.98555225	
MULE-12855	MULE	Task	"""Implement Static Parameter Options Resolver"""	"""""""Implement Static Parameter Options Resolver    This is a kind of Options Resolver that is marked as “Static”, but what it means?   It means the possibility of providing a set of values that doesn’t require any kind of connection or user input to resolve values, values that can be resolved at Compile time to be able to enrich the Extension Model so the IDEs won’t need to resolve at design time through the Tooling Client.     This will be the way to create an “Open Enum” parameter.  """""""		0.9855113	
MULE-12450	MULE	Enhancement Request	"""Create a privileged element to replace DefaultFlow"""	"""""""Modules with access to the privileged API require access to create top level elements similar to a flow.     The problem being that to do so, it require to create beandefinitionproviders that create DefaultFlow which is a private class currently expose only as a work around.     The element must be such that can be accessed through the privileged API it should internally work like a flow although with no message source or error handling,  and it should handle non blocking execution of it self. """""""	"""This may be solved by MULE-12436"" [SEP] ""A different mechanism is already provided"""	0.98548096	
MULE-13032	MULE	Task	"""Review all interfaces builders to match DW standard"""	"""""""DW will now instantiate interfaces through a static builder() method. We need to decide and make sure all builders follow the same standard."""""""		0.9854666	
