issue_key	project	issue_type	summary	description	comments	design_prob	Label
DNN-7818	DNN	Task	"""DCC - Sync Dynamic Content Item Json to Content Type Definition"""	"""""""Dynamic Content Creator wants to be a very flexible and dynamic content creator system. On Content Type already in use (we have content item already created in the system for a specific content type) we do not want restrict the content type definition and the system need to allow add, rename or delete a fields.    Currently the system is managing that (see DNN-7791) but when the Content Type fields change (add a new field, remove it) the content item previusly created with the old definition still keep the json with the old data. This impact also search that still is indexing this old information.    This task is to evaluate and consider some strategy to keep in sync the json stored in the dynamic content item json and the content type definition.    The goal of this task will consist in propose 2 or more strategies and evaluating for each of those pro and cons.                                """""""	"""Batch update of issues that won't be addressed due to change in functionality from version 9.0. If you feel these issues are still relevant, please feel free to re-open."""	0.9805282	
DNN-8462	DNN	Improvement	"""Module Caching - Disable the ability to enable caching on individual modules"""	"""""""As the title says it would be a good enhancement to create a mechanism where the ability to cache could be disabled for individual modules   At this time we simply have a warning message regarding *bad outcomes* if caching is enabled on some modules.     See DNN-6523 for further information"""""""	"""there is an option for developers to disable cachability by providing proper default cache value (-1), but this just results in a warning. It would be better to disable or remove the caching provider and duration value in Module Settings."""	0.98020613	
DNN-8146	DNN	Improvement	"""Pages > Link-URL: Quit adding http:// if URL starts with """"#"""""""	"""""""When building """"""""One Page Design"""""""" sites with DNN (quite popular in times of tables and mobile devices), it's a common task to point your page-URLs (=menu items) to text anchors (ex. """"""""#section1"""""""", """"""""#section2"""""""",..) inside the current page.    The URL-picker component in the Page > Link-URL dialog keeps adding a """"""""http://"""""""" to the beginning of the """"""""URL"""""""". This behavior forces the user to pick an absolute path to make the link work in the generated menu (""""""""http://www.myurl.com/#section1""""""""). If you only enter a relative """"""""#section1"""""""" as """"""""URL"""""""", the component will render the link as """"""""http://#section1"""""""", which will lead to a broken link.    In scenarios where there are multiple site-aliases, this turns out to be a little annoying, since it forces the user to switch to the """"""""primary"""""""" domain (or the one defined in the menu), as soon as he clicks on one of the menu items (=text anchors in this scenario).    Solution: Make the URL-dialog of the Link-Component a little less strict: Let the user add text-anchors (""""""""#section1"""""""") without 'automatically' adding a 'http://' in front of the URL, at least, if the """"""""URL"""""""" starts with """"""""#"""""""".    What do you think?"""""""	"""Batch update of issues that won't be addressed due to change in functionality from version 9.0"""	0.9798554	
DNN-10536	DNN	Improvement	"""Normalize userportal for superusers"""	"""""""While working on DNN-10425, we noticed performance issues due to missing normalization of Superusers. While each other user has at least one userportal record, superusers sometimes don't have userportal records or not for all portals. This requires a left join from UserPortal table to Users table, which is not useful for performance and a number of other isses, like missing UP properties.    The best solution would be creating userportal records for each superuser in any portal, which need to be completed a) when a superuser is created or b) a new portal is added. the superusers might also be added to RegisteredUsers Role, if they should appear in role member list.  If a user is turned into a superuser or back, no records will need to be adjusted anymore.    I am offering to provide the necessary SQL code, if this ticket gets scheduled for a release.  """""""		0.9795196	
DNN-8867	DNN	Improvement	"""Folders Loading Performance Enhancement"""	"""""""This task aims at enhancing folders loading performance for sites with large amount of folders."""""""	"""From my experience, one of the biggest source of performance issues are user folders and its permissions on sites with large user base (like www.dnnsoftware.com).  My suggestions:  # create user folders not before a user tries to upload the first file.  # add an option to fake folderpermissions for user folders. Currently, there are 5 folderpermission records created per user folder -  which are usually never modified by the admin. We may simply take permissions of /users folder and add all permissions for the folder owner virtually in DNN API  Both suggestions should improve folder performance on large sites dramatically.   "" [SEP] ""[~accountid:<USER>, thanks for the suggestions. Actually, the first one is already in place for a while now, and the second is a good candidate for consideration. I'm working on a different approach now where I load the permissions for a specific folder only instead of all the permissions at once which will increase performance greatly for such sites."" [SEP] ""[~accountid:<USER>,"	0.9794907	
DNN-8206	DNN	Improvement	"""""""Add New Module"""" needs more info"""	"""""""When a user is adding a module to a page there are a few more things he/she is likely to desire:  # A 1-2 sentence description of the module, something more than just the module name. (I, for one, can't recall the functionality from the name.)  # Some idea of the lineage/heritage of the module: is it associated with the Blog Extension, 2Sxcy, Document Exchange, etc. (Many of these extensions have a myriad modules, but there is no way to know their parent). Some modules use an identical, or similar name: """"""""What's New"""""""", """"""""Top 10"""""""" that doesn't identify the parentage.  # In addition to the above point, even if you know the parent extension, where that comes from is often vague. Maybe this can be put into the Admin or Host's Extension page (which many page designers can't access), but what's the URL to learn more about it: the distributor/creator/documentation/version number.    Soooo, in addition to the useful """"""""Drag this onto the page"""""""" tooltip, can we also have a bit more info added below that with read-only info about the source of the module and where to learn more?"""""""	"""Closing since we have replaced this experience with the new Edit Bar in version 9.0"""	0.97929186	
DNN-9455	DNN	Epic	"""Site Import / Export"""	"""""""Content Staging is an Enterprise CMS feature that DNN is currently missing. To potentially get to content staging, we're starting with whole-site Import / Export. This will be a stand alone module in Persona Bar > Settings. This may require iPortable v2 and microservices multi-tenant capability. The target content for export is that generated as part of the CMS. Modules that are predominately site visitor/user driven content typically won't take part in this process (Engage modules like Answers, Discussions, Ideas, etc.).     *PERMISSION*  Admin and Host user will have access to this functionality, however Admin will have access only to their own site.    *WHAT ARE WE EXPORTING*  Existing:  * Content  * Files  * Roles  * Profile Properties  * Pages (pick list with option to select/de-select all with a single click)    New:  * Users (each user's membership information: username, password, email, )  * * User profile property values (if users are selected AND profile properties)  * Extension packages (No UI)  ** Modules/Providers/Themes/Language Packs  ** Folder permissions  * HTML Provider Configuration (No UI)  * Vocabularies  * URL's and redirects (No UI)  ** Any AUM settings (site level), any page level redirects  * Evoq page templates (No UI)  * Evoq Connector Data (most of this is probably under portal settings)  * All Portal Settings data (any property from the table should automatically)  ** Anything related to portal alias data will *not* be included  * All Page Settings not currently included, per page  ** This should include any page header, scripts, etc. seen via the page settings UI    *NOT IN SCOPE*  * Page version history  * Asset version history  * Transfer files to production  * Direct site-to-site connection  * Continuous integration  * Analytics data   * Workflow   * Community Module Content (Engage module content, for example)  * Mechanics Activity, Scoring Action or Privilege point data  * Portal Alias data    *EXPORT / IMPORT STEPS*  * Export: The export wizard will involve most of the decision points, in order to produce a final package that is universally accepted and standardized for DNN sites.  * Import: Import should involve less decisions, run without exception, and be a very painless process    *TESTING NOTES*  Upon Export, a .zip package should be created that installs into any other DNN site with similar versions.  """""""	"""[~accountid:<USER> : I have made updates a number of the mockups here, as well as in the stories for changes discussed yesterday."" [SEP] ""[~accountid:<USER> , [~accountid:<USER> : Final updates to the mockups are here, per the feedback from Friday's meeting.    Changes include:    ·         On Export screen:  o    Added a timestamp since last export.  o    Added a Radio for Export Mode (Differential vs. Full)  ·         On Import screen  o    Show timestamp  o    Show if differential vs. full  ·         On admin logs screen  Show if differential vs. full  Import screen for platform  Show w/ no image, platform persona bar"" [SEP] ""[~accountid:<USER> :  Attached are the SVG files for the icons used in this epic.     [^upload.svg]  [^download.svg]  [^site template.svg]  [^hourglass.svg]  [^checkmark.svg] "" [SEP] ""[~accountid:<USER> : I updated the log mock per our discussion"""	0.9788791	
DNN-7751	DNN	Improvement	"""Better API support for settings management in modules"""	"""""""Will submit a PR for this for inclusion in DNN 8.    To simplify module development we need better support for how we deal with settings. Too often developers use the bare bones hashtable that is in PortalModuleBase. This is """"""""dirty"""""""" and can be done in a more concise way helping developers avoid errors in their code.    The code is the work of Stefan Cullman with review by <USER>and myself.  """""""	"""[~accountid:<USER> What exactly is changed here? How can the QA team verify that this was done correctly. How does it benefit the developers?"" [SEP] ""Hi Chris,    It's currently being worked on by myself and Joe in a branch feature/DNN-7751-settings. The original PR #904 has now been superceded by this as this new solution is deemed better after discussion in the architecture group.    """"How does it benefit developers?"""" I'll illustrate with the HTML module.    Peter"" [SEP] ""Hi [~accountid:<USER>, could you please do a code review on this item and also provide some information to QA to be able to test it."" [SEP] ""As it is described on the Github discussion, this new feature allow developer to store and retrieve ModulesSettings, PortalSettings and TabModuleSettings in a cleaner and easier way. Basically, it allows the module developers to create a class that encapsulates all the needed settings and by using a Repository Pattern approach store them in database and retrieve them from database.  As Peter mention"	0.9788583	
DNN-7739	DNN	Task	"""DCC - Architectural Review"""	"""""""The goal of this task is perform an architectural review of DCC Architecture.    *DB Schema*:  # Ensure proper indexes are in place  # Ensure system will not create overly large tables, thus requiring lots of disk space  # Queries are efficient and combined together    *Caching*:  # We have decent caching so that we are not hitting database for every page load (anonymous and registered users both)    *Client Side optimization*  # Ensure client side JS is optimal.    In case of detection of any issues a new jiras will be created and link to this task."""""""	"""Attached first version of the Architectural Review Document and created and linked all the issues found during the review.    Note: out of scope has been reviewing the web method API of the Admin Module and the Client Side"" [SEP] ""Attached new version of the document adding DNN-7820 and DNN-7819."" [SEP] ""I am going to mark this item as Resolved as the document has been completed and all jira has been attached to this task."" [SEP] ""Development task is completed and the document for this task is attached to the Jira issue."""	0.9788336	
DNN-8513	DNN	Improvement	"""Create a new extension point in the DNN core at the Database Connection Level."""	"""""""I would like the ability to break away from using the standard SqlConnection, and switch to using ReliableSqlConnection for Azure sites. I would also like the ability to set up retry policies when performing database operations.    I have/will be including a code fix that adds a new extension point at the database connection layer. We can then use a custom database connection that will allow us to use ReliableSqlConnection and the RetryManager functionality that Azure provides, without having to bring those things into the DNN Core.    I have created an AzureSqlConnection Provider to test this functionality, which can be found here: [https://github.com/JoshuaBradley/DnnAzureSqlConnectionProvider]."""""""	"""[~accountid:<USER> please review this PR https://github.com/dnnsoftware/Dnn.Platform/pull/1902    BTW, the sample module provided is not valid anymore as I didn't maintain the original signatures of the methods supplied by [~accountid:<USER> - maybe he provides another sample module based on the new changes."" [SEP] ""[~accountid:<USER>, it seems [~accountid:<USER> is busy and doesn't have time to review. Please review ASAP as this is a critical change and must have enough time to be tested properly before the release."" [SEP] ""Hi [~accountid:<USER>, can you please review this change as whether we really need add this provider?    1. if user want to use other DB types, they can implement DataProvider as well, just like SqlDataProvider do.    2. after add this DatabaseConnectionProvider, it may change the design of DataProvider. like if I implement DatabaseConnectionProvider to connect to mysql or oracle, the DataProvider still implement by SqlDataProvider, it will mixed the DB functions together, and make DataP"	0.97865456	
DNN-9122	DNN	Improvement	"""PB Security: Security check view should show details in an accordion panel."""	"""""""The PB Security tab shows the notes in a very narrow column which is hard to read especially when the notes are a large amount of text. For example, see the attached for a image (I saw one notes going over 200 lines sometimes).    I suggest to create a (more) button to be used to display these in a full detail in a panel that opens when the button is clicked."""""""	"""We need new design pattern for this for a future release."""	0.9782779	
DNN-9630	DNN	Story	"""I/E: Create new Interface IPortable2"""	"""""""The old Interface IPortable has two methods:        The ExportModule does not support changes in content since a given time. It exports the entire content.    We need to create new Interface *IPortable2* with datetime in the Export method.    The export engine must be backwards compatible with the old interface. Module developers should implement the new Interface going forward.    Interface discovery should be done the same way as other interfaces in DNN - using *BusinessController*"""""""	"""This may not be needed in this release."" [SEP] ""I suggest to include culturecode as well to improve this interface - this would allow separation of content per language (Null for neutral)"" [SEP] ""PS: import should get an option to specify a reference to an existing content instead of copying it; AFAIR this is missing currently."""	0.977459	
DNN-8433	DNN	Improvement	"""Conditionally include SPA script/css token support for browsers"""	"""""""A critical thing to support when building any website is how to support Internet Explorer and sometimes other browsers too.  Unfortunately, there's currently no way for us to indicate to DNN when to include certain tokens, and when not to.  We are forced to always include all scripts/CSS regardless to the use case.      At a minimum, we should be able to indicate which web browser(s)/version(s) that a script needs to be included for.  For example IE shims.  Ideally, we should re-purpose a common standard when doing this, like with how we do it elsewhere with conditional HTML.    http://www.quirksmode.org/css/condcom.html"""""""		0.9770693	
DNN-9481	DNN	Improvement	"""Add scheduler client feature to allow scheduled task to run on single/all servers"""	"""""""Most of the scheduler clients need to be run on a single server only. By default all server in a web farm pickup the scheduled tasks and run them (except in EVOQ where a server is specified).    The scheduler tasks need to be enhanced by allowing them to run on a single server by default and if needed they can be run on multiple server (for example, when flushing a server's local cached objects). This change should be hard-coded in classes that extends the {{SchedulerClient}} and not dynamic so it can't be set for each installation differently.    It appears that {{Purge Log Buffer}} in Platform needs to run on ALL the servers. Others should run on a specific server only.    We need to do two things:  # Add a virtual property *RunsOnSingeServerOnly*  on {{SchedulerClient}} abstract class. The default being true.  # Make a change in Scheduler engine to see if there are more than one server defined in {{WebServers}} table. If so, and we have tasks like {{Search: Site Crawler}} with no servers specified, it should auto-assign that task to itself.   ## While doing this, it must clear cache so other servers can be made aware that a given task has been assigned to another server, and that they should not attempt to run. """""""	"""The other thing that Bruce and I had noticed, is it would be nice if the schedule knew if the site was still starting up or if it was running, and not start any tasks while the site is trying to start. "" [SEP] ""[~accountid:<USER> it's already present. In the Scheduler area there is a setting {{Schedule Start Delay (mins)}}. You need to click on the pencil icon next to {{Scheduler Mode}}."" [SEP] ""Its very important to understand how the current Web Server Monitor task works with this.  For cloud sites, the server URL adapter works with the Web Server Monitor to determine when servers are online/offline.  When servers go offline, the Web Server Monitor sets them to 'disabled' in the web servers table AND finds any scheduled tasks where the server is named as the 'run on' server, and chooses a new server to allocate that task to.    That behaviour works when the server is assigned correctly.  Where we have a problem is when the server goes offline and is not detected that that happened, and then the web server "	0.9770247	
DNN-7843	DNN	Epic	"""move to database localization instead of resx files"""	"""""""resx file changes cause unacceptable recycle times on azure.    https://www.west-wind.com/Westwind.Globalization/  http://weblog.west-wind.com/posts/2015/Mar/17/ASPNET-MVC-Localization-and-WestwindGlobalization-for-Db-Resources  https://github.com/RickStrahl/Westwind.Globalization"""""""	"""There is no way we will get to this in the next 15 months. While I agree, we really should consider doing this but it is such a fundamental change it will take a very large amount of effort along with a large amount of research and planning.     We have moved to a WAP for Platform 8 which will help the recycle time overall for everyone (Azure or not). What i am curious about your comment here, though, is how often are you changing these files that it is recycling so often (and why is it changing so often)? "" [SEP] ""we experience s recycles:    * when a new portal is added (when using the default DNN """"allow anonymous demo portal signup"""" feature (I guess because portal creation and/or portal template cause resx file changes?)  * whenever a portal admin changes a user profile property (this causes a .resx file change which causes a app recycle  "" [SEP] ""in the long term (for the successor of DNN), moving localization to the database is the way to go.  for the short term, the question would be if we are able t"	0.97702104	
DNN-7869	DNN	Improvement	"""Reduce the spent time of the InstallWizard main request"""	"""""""It is known that some environments throws exceptions when a request is slow. So after a deep investigation, we have found that the InstallWizard main request could run into that problem since it is alive during all the install process.    This improvement pretends to reduce the time of that request. As far as we have found, the appropriate approach could be to split the request into smaller ones dealing with a unique installation step."""""""		0.9768489	
DNN-7401	DNN	Improvement	"""Page Tags don't get copied when enabling an extra language"""	"""""""1. Set page tags for a page  2. Enable an extra language  3. Translate the page to that language  4. The page tags don't get copied to the page in the new language"""""""	"""Page tags are not multilingual therefore it currently doesn't make sense to copy it.  We need to add ML capabilities to Taxonomy first."" [SEP] ""Tags are not localized and thus the behavior described is by design."" [SEP] ""Closed. Won't fix."""	0.97676325	
DNN-7929	DNN	Task	"""Security practices recommendation in DNN source code - ValidateAntiForgeryToken"""	"""""""Hi Developers,    I’ve noticed in few controllers methods that this pattern is used:  [HttpGet]  [ValidateAntiForgeryToken]   needs to be removed    The anti-forgery token is needed only for POST (and PUT) requests and is useless for GET ones (just an extra unnecessary overhead that hurts the performance). So, remember to use it as follows only:  [HttpPost]  [ValidateAntiForgeryToken]   must be added  """""""	"""DNN-7929: remove ValidateAntiForgeryToken attribute on get methods."" [SEP] ""Hi [~accountid:<USER>, good job :). I have seen that as part of your commit you added some ValidateAntiForgeryToken to some HttpPost web methods that did not have that. Did you test that those web methods are requested from the client side code sending the ForgeryToken, so that are still working fine? Can you please check and add a comment with the scenario tested so QA is aware of the impact of the change?  Thks"" [SEP] ""Hi [~accountid:<USER>， im not add this attribute new, the attribute was add as class attribute before, which also contains Get methods, so i move this to each post method in it."" [SEP] ""My bad [~accountid:<USER>, thank you for the clarification :)"" [SEP] ""Merged build 8.0.0.558"" [SEP] ""This is a dev task, Closed based on Francesco's review."" [SEP] ""Verified with Miguel for latest build in platform and quick review from QA side and its closed  """	0.9767287	
DNN-8027	DNN	Sub-task	"""Document new API support for settings management"""	"""""""This issue is about adding documentation and examples of use of the new API  for settings management developed in the parent issue DNN-7751"""""""	"""Attached document providing documentatio for the new API support for settings management.  Coudl you please review it, [~accountid:<USER>?"" [SEP] ""Documentation looks good for a module developer to make use of this mechanism. Note: this is not going to be the official documentation for this feature. The Dev Center will properly documented this API for public usage. This doc is just a minimal doc that will help our team (Dev/QA) to have a better understanding of this new module developer feature."" [SEP] ""API documentation is done and attached to Jira issue. Dev task is completed."" [SEP] ""I removed the attachment as we have moved it to Confluence."""	0.9766103	
DNN-8947	DNN	Task	"""TabModule Pane Doesn't Update on Skin Change"""	"""""""When a skin has a pane that is not the default required ContentPane, it can cause problems for module ordering when the skin on the page is changed.    To reproduce this, add a new module to a page, and put it in a custom pane, example TopHeroDark pane.    Then change the skin on the page to a skin which does not have the TopHeroDark pane.    The module will be located in the ContentPane on the page, but if you look in the database, it still thinks it is in the TopHeroDark pane in the TabModules table.    This can cause problems with module ordering and drag & drop, when you have multiple modules on the page that were in different panes, and they all get lumped into the ContentPane with duplicate ModuleOrder values."""""""	"""this is by design - if you decide to re-apply original skin again afterwards or modify the skin adding a pane with the original name, it will be returned properly.   What might need to be reviewed is order of modules in content pane, I suggest ordering it by pane name and position in pane instead just by position without regarding pane name. """	0.9762729	
DNN-9989	DNN	Epic	"""Connectors in Platform"""	"""""""The Evoq Connectors need to be renamed and moved to Platform (the package type; not the specific connectors). As part of this, the word """"""""Evoq"""""""" needs to be removed as part of it and the code for creating the connector package type needs to be re-located to the Platform. This should handle the upgrade scenarios for Evoq customers (so that the EvoqConnectors are now Connectors). In Platform installations, the Connectors section will need to be made available to Administrators and super users only (permissions wise) and by default the connectors section (in Platform) will be empty at first (but we will be pushing the Azure connector down to the Platform). """""""		0.97482014	
DNN-10290	DNN	Improvement	"""HttpContext Base Mock is missing properties which need to be added as required."""	"""""""Currently HttpContextHelper class in  DotNetNuke.Tests.Utilities, return HttpContextBase class without UserHostAddress and NameValueCollection for ServerVariables. Due to which any unit test need to take care of that by itself (by providing those missing properties). There may be others properties also will be missing then we need to add those in this Class.  """""""	"""- Add the missing properties in the Request Object and default values based in other objects.  - Does provide the missing property syntax with example in comment  - Separate methods for each property of Context object so that those could be extended if required in future."" [SEP] ""I reviewed and merged this PR.    For QA: this is a dev-task only and no need for any QA effort here."" [SEP] ""Closing this JIRA as dev task."""	0.9745725	
DNN-7475	DNN	Story	"""Extract Vendors into a separate module"""	"""""""h2. Card  The Vendors Module is used for managing vendors and banners within DNN. The vendors and banners modules, APIs and database structures should be removed from the core platform and extracted into a standalone solution consisting of the Vendors module and a Banners module.  The Banners module will have a dependency on the Vendors module.  The vendors module should create a page on the Admin menu when installed.      h2. Conversation  This initial conversion effort is only focused on conversion to a module and shall not include conversion to a MVC or SPA module.    This module will move to a separate GitHub project in the github.com/dnncommunity organization.  We can drop stored procedures, but should not remove the tables in the core platform.  Install of this module should check to ensure the table is not dropped.    h2. Confirmation    This module will no longer be installed in new installs and this will also be removed from the Admin and Host menus in upgrade scenarios. This means completion of this task should remove the extension and any pages it automatically created.   As part of this, the resulting module should also live in a new github repository here: https://github.com/DNNCommunity/DNN.Vendors    Note: This is a BREAKING CHANGE"""""""	"""This will be a 2-step  process.  I will first merge the PR and make sure it appears to be working.    Once the PR is merged and working correctly I will move the project into its own repository on github."" [SEP] ""Merged PR https://github.com/dnnsoftware/Dnn.Platform/pull/765    Assigned to myself to extract APIs and stored procedures etc."" [SEP] ""The code has been extracted from the PLatform repo.    It still needs to be made to work correctly in the Vendors repo."" [SEP] ""The vendor project all moved into new repo."" [SEP] ""Verified in Platform 8.0.0 Build 479  and its passed"" [SEP] ""Documentation  Removed from DNN 8 user manuals:  - Banners and Vendors modules  - Site Settings > Basic Settings > Marketing - Banners field  - universal references to Vendors or Banners  - removed from glossary"""	0.9745569	
DNN-9832	DNN	Story	"""FIPS Compliance"""	"""""""The story is about ensure the Platform is fips compliant.    Action items:  * review code to find usage of no fips complaint algorithm  * PortalSecurity.DecryptString/EncryptString: these methods makes use of MD5 hashing (this is no fips compliant)  ** mark PortalSecurity.DecryptString and EncryptString as obsolete pointing devs to use the other PortalSecurity.Decrypt and Encrypt method  ** Review usage of PortalSecurity.DecryptString and EncryptString and study a possible migration to PortalSecurity.Decrypt/Encrypt ensuring no lost data on upgrade."""""""	"""research in codebase and there are 2 places which used EncryptString/DecryptString in platform:  1. user verification code, this is code send to user's mailbox in a link, user can click the link to verify account. there is no data saved in database so no need migrate. possible issue is that user register before upgrade but haven't verify. then after upgrade, the verify link will becomes invalid, then need admin authorize the user manually.  2. Personalization.Get/SetSecureProfile. there is no code call this this method so there should no encrypt data saved in db so no need to migrate."" [SEP] ""[~accountid:<USER>, regarding #2, could be possible that third party are using the Personalization.Get/SetSecureProfile (i.e.. Evoq or third party modules)? Could be possible identify that in the system to migrate on upgrade?"" [SEP] ""I have search in APB Library/Extensions/Evoq.Basic and Evoq Basic/Content/Engage repos, no reference to this method.    we may notice this change in release note so that 3rd party modules d"	0.97418547	
DNN-7485	DNN	Story	"""Allow Modules to define host/admin pages as part of manifest"""	"""""""h2. Card As a module developer, I want to be able to automatically create an admin or host tab during module installation and have the module automatically added to that page.  h2. Conversation The developer should be able to use the DNN manifest to automatically create the appropriate page.  Page permissions should be automatically set based on the menu and should not require configuration in the manifest. The module should be able to set a flag to determine if the page is displayed in the common or advanced settings sections of the Admin/Host menu.  IF an admin page is defined, then it should be created for all portals in the current implementation.  The manifest logic should detect if the page already exists and if the module already exists on the page.  h2. Confirmation Uninstall of the module should delete the associated page if this is the only module on the page.  This will require modifying all of the existing Admin Modules which have already been packaged."""""""	"""Verified and tested in Platform 8.0.0 Build 457 and its passed"""	0.9734883	
DNN-7746	DNN	Story	"""Add portability to DCC"""	"""""""I think the Dynamic Content Viewer module needs to implement {{IPortable}}, so that it can be part of page and site templates, maintaining a copy of its content."""""""	"""I've submitted a pull request at https://github.com/dnnsoftware/Dnn.Platform/pull/932 that implements {{IPortable}} for the viewer module.  One thing we noticed was that it doesn't totally work when importing into an existing module, because the content type ID setting isn't applied (if the module is already setup for the right content type, it _does_ work).  It does work for page templates and site templates without issue.    In addition to the Viewer, this should probably _also_ include portability for the DCC Manager module, for content types, data types, and templates that aren't global."" [SEP] ""One other place this could be improved would be to support cross-installation templates, which would require removing ambiguity in the content type IDs and template IDs."" [SEP] ""As noted by [~accountid:<USER> in the pull request, this item is going to be closed as won't fix for now. We will create a new jira for IPortable once we complete the necessary changes in the schema."""	0.973437	
DNN-7749	DNN	Improvement	"""PermissionGrid: New option to add all roles (of the selected role group)"""	"""""""It would be nice if there is an easy way to add all roles of the current selected role group in the permission grid.    I will add a pull request that adds a new option """"""""All roles"""""""" to the role dropdown. If this option is selected, all roles will be added to the permission grid."""""""	"""Pull request created: https://github.com/dnnsoftware/Dnn.Platform/pull/898"" [SEP] ""IMHO a better solution would be throwing away those role groups and make roles hierarchic."""	0.97319895	
DNN-7994	DNN	Improvement	"""Default.css should be cleaned up for DNN 8"""	"""""""Default.css contains (1) a reset, (2) some global styles and (3) DNN specific form pattern styles. This should be untangled so theme developers can better style their work without having to resort to """"""""default.css removal"""""""" tools (like the one by 40 Fingers). The reset and global styles should go away and the form pattern should be optional. This is related to DNN-7928. This item is meant for work on default.css to clean it up and remove stuff that shouldn't be there."""""""	"""Several issues have been logged in the past few days on CSS breaking at several places. Testing for this has been ongoing and will continue. This issue will be closed."""	0.9728283	
DNN-9991	DNN	Story	"""Make Connectors Available in Platform"""	"""""""Currently, code is contained exclusively in Evoq for creator connectors (as an extension package type). This code needs to be moved to the Platform and connectors should be available in all packages we ship (in new installs and upgrade scenarios). As part of this story, the naming of EvoqConnectors needs to be changed to simply """"""""Connectors"""""""".     Because Evoq shipped with Evoq Connectors, database updates will be required in upgrade scenarios (should only apply to Evoq products that are upgrading from Evoq 8-9.1.x; older versions didn't have EvoqConnectors). """""""	"""Connectors modules moved into platform, and update all connectors reference to platform interface except MailChimp. its need work after 9.1 released, create CONTENT-8387 to handle the situation.    there is no new function add, and need work on several repos, so made direct commit and confirmed with Ash, commits are:  https://github.com/dnnsoftware/Dnn.Platform/commit/8c90a704c9a251e3c4a848f3e96259b12693c61c  https://github.com/dnnsoftware/Dnn.AdminExperience.Library/commit/5ca25882670b4e33c7d505b0af08cdc0a1e8b8c9  https://github.com/dnnsoftware/Dnn.AdminExperience.Extensions/commit/0ca802b4e8572bae0c2df4b31eb9d334046e8c71  https://github.com/dnnsoftware/Dnn.Evoq.Basic/commit/e73e7af37668cf41760f51b0a0db19be81174e92  https://github.com/dnnsoftware/Dnn.AdminExperience.Evoq.Basic/commit/7d358b18332fcc92eeaaee45d286dfc9a0685006  https://github.com/dnnsoftware/Dnn.AdminExperience.Evoq.Basic/commit/25783ac6455a9c0ed6a682fb5bbc9079fa2862e2  https://github.com/dnnsoftware/Dnn.AdminExperience.Evoq.Basic/commit/37a5f"	0.97277933	
DNN-10452	DNN	Sub-task	"""Switch from HTTP Module to OWIN hosting"""	"""""""It will be better to use OWIN so that we can take advantage of available middleware (JWT auth for example) instead of implementing in app layer"""""""	"""I found that using OWIN was pretty straightforward and requires minimal setup on the DNN side. As with a HTTP Handler, it's necessary to have a AUM exclusion [added to the host settings|https://github.com/dnnsoftware/Dnn.Prototype.LiquidContent/blob/DNN-10451-spike-arch/src/Dnn.Module.LiquidContent/Providers/DataProviders/SqlDataProvider/00.00.01.SqlDataProvider#L3] but other than that it just work out of the box.    Problems will arise though when there would be another extension trying to use OWIN for hosting because there can be only one startup class. In the future the way to go would be to have an OWIN startup within DNN Platform and expose a way for extensions to [register in the pipeline|https://github.com/dnnsoftware/Dnn.Prototype.LiquidContent/blob/DNN-10451-spike-arch/src/Dnn.Module.LiquidContent/Startup.cs#L11]. This is also inevitable path for the prospect of moving to .NET Core eventually"""	0.9721973	
DNN-7740	DNN	Improvement	"""Ability to retrieve compiled resource file as dictionary from localization logic"""	"""""""We need a way to retrieve localization keys as a dictionary of string,string so we can serve this out as JSON. The method should take into account the regular DNN preferences regarding locale, fallback language and default language."""""""	"""More info required"" [SEP] ""This PR has introduced a new method to the ILocalizationController API.       This method allows to retrieve a specific resx file (specifying the culture) in a Dictionary<string, string> format. Based on the issue description, the community member may want use this method to be able to expose the resources as json in the client side.  [~accountid:<USER>, currently this method is not used by any component in Platform so the only way to test it requires create a module that makes use of this method.    Please, let me know if you need more info."" [SEP] ""I will make use of this method for a module that is entered into the module contest. So there will be open source modules to test with."" [SEP] ""Close item upon dev's comments. """	0.97204065	
DNN-10538	DNN	Improvement	"""Support Multilingual HostSettings """	"""""""While SiteSettings might be language specific, Host settings currently do not support this option, which is required for full localization support.  Like with SiteSettings, HostSettings should not be necessarily language specific, but support this option especially for 3rd party extensions, which currently are using combined setting names and other weird constructs.    I volunteer to provide necessary SQL (and API) code, if this improvement gets accepted.  """""""		0.97200924	
DNN-7797	DNN	Task	"""DCC API - Rename System to Global"""	"""""""Global is the term used to define a DCC Entity that is defined cross portal (only Super Users can manage and define them). This is used for Content Type, Data Type and Templates.    The API currenty makes use for the same concept of """"""""System"""""""". We should unify the terminology at the API level and replace System for Global.    Note for DEV:   * review unit and integration tests after the renaming  * ensure that the API metadata documentation is also properly updated  * ensure that the renaming do not need any changes in the current Admin UI module. If yes, apply the renaming as well in that area.    Note for QA: this task does not require QA effort as is just renaming the underling API. However talk to developer in case of any questions or concerns."""""""	"""This item is no longer valid if we finally agree to remove the Global concept from DCC."" [SEP] ""Batch update of issues that won't be addressed due to change in functionality from version 9.0. If you feel these issues are still relevant, please feel free to re-open."""	0.97185624	
