issue_key	project	issue_type	summary	description	comments	design_prob	Label
DM-25664	DM	Story	"""Implement a """"summary"""" aggregation metric measurement"""	"""""""Currently the aggregation puts the method name for aggregation into the measurement name.  I think we should have a config for the aggregation task that specifies the method to use for a special summary aggregation.  Different metrics may use different methods to generate the summary aggregation we want to report.  This would mean we can refer to a special measurement called {{metricvalue_summary_\{package_name\}_\{metric\}}} in our reporting software.  This may be implemented as part of DM-25507.    The """"""""summary"""""""" aggregation should default to either median or mean."""""""	"""This is covered on the DM-25507 branch with [this|https://github.com/lsst-dmsst/metric-pipeline-tasks/commit/00de2519ead8a30484270535811a19f7e23db919] commit."" [SEP] ""This was reviewed on the PR for DM-25507 and is merged."""	0.98959154	
DM-24663	DM	Story	"""www.lsst.io: Set up design system, plan for dark/light theme"""	"""""""Set up the technical foundations of the design system for [www.lsst.io|http://www.lsst.io/] and implement it via styled components. The design system needs to         * Detect prefers-dark-mode with JavaScript and listener for changes: [https://medium.com/@jonas_duri/enable-dark-mode-with-css-variables-and-javascript-today-66cedd3d7845]   * Big article about dark mode: [https://web.dev/prefers-color-scheme/]   * Your dark mode toggle is broken: [https://kilianvalkhof.com/2020/design/your-dark-mode-toggle-is-broken/?utm_campaign=CSS%2BLayout%2BNews&utm_medium=email&utm_source=CSS_Layout_News_248]   * Creating a dark mode with styled components: [https://bluegg.co.uk/blog/creating-a-dark-mode-with-styled-components]   * Implementing dark Mode in React Apps using styled-components: [https://www.smashingmagazine.com/2020/04/dark-mode-react-apps-styled-components/]   * Design System Utils (use with theming?) [https://github.com/mrmartineau/design-system-utils]   * Styled Components: theming: [https://styled-components.com/docs/advanced#theming]   * What are design tokens? [https://css-tricks.com/what-are-design-tokens/]   * Design tokens 101: [https://kilianvalkhof.com/2020/design/design-tokens-101/]"""""""	"""styled-theming:         - [https://medium.com/@rossbulat/react-dark-mode-with-styled-theming-and-context-57557de6400]    - https://medium.com/@rossbulat/creating-themes-in-react-with-styled-components-6fce744b4e54"" [SEP] ""* Adds dependencies:   ** {{polished}} (prebuilt CSS functions/mixins)   ** {{styled-theming}} (flexible patterns for defining themes) packages.   ** {{gatsby-background-image}} (lazy loaded background images with lightweight loading stand-ins).   ** {{gatsby-plugin-react-svg}} (load SVG icons inline, so that they can be styled with CSS).   * The beginnings of a design system, in the {{src/design}} directory. The {{color}} module contains colour palette objects based on Palette 7 from Refactoring UI (this matches the Rubin teal well). There's a type module to define font-family, an elevations module to define shadows corresponding to different """"elevations"""" of material, and a spacing module to define common spacings.   * Implemented a dark/light colour scheme using styled-theming. Unfort"	0.98953027	
DM-25312	DM	Story	"""Dome software meetings"""	"""""""Prepare and coordinate weekly meetings on dome control software with EIE contractor."""""""	"""Two dome software meetings were organized, during this sprint and attended. The meeting notes could be found at [https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings]    Continue iterations with EIE contractor on the detailed analysis of the dome rotation motion, and the protocol to communicate the commands for motion control. A general concensus has been reached concerning rotation control, based on trajectory computation according to the EIE contractor suggested one. The emphasis now is in the implementation of motor drive control. A plan to examine in the detail the EIE software implementation is in place, to ensure future improvements needed by River Observatory could be added, specially improved trajectory computations."" [SEP] ""German's work continues with the Dome Software.  Progress is continuing with EIE regarding the fine details of dome rotation.  Review Complete."""	0.98943174	
DM-25447	DM	Story	"""Support read-only components for butler get"""	"""""""Currently we define components for StorageClasses to be the components that a dataset can be disassembled into or reassembled from.  This is fine for things like masks and wcs but gen2 supports read-only components such as BBox that allow you to efficiently query information about a specific dataset without having to fetch the entire dataset.    Getting this to work is fairly straight forward if there is no disassembly. If we do disassemble then I need to think about how we forward the BBox request to the correct component."""""""	"""I have something simple that works now for Exposure that is not disassembled. I list readComponents separately, register those dataset types and datastore naively passes through the component request to the formatter.    For disassembled datasets things are a bit trickier since the only portable solution would be to pass the component name and a dict mapping disassembled components to their own formatters to the composite Formatter and have that composite formatter work out which components it needs to work out filter or bbox etc. The bit that is a problem is that currently datastore doesn't know what the composite Formatter is because it never bothers to store it (since it disassembled things) -- I think this means that my only option is to always add a row for the composite to posix_datastore_records with a blank filename (or I guess write such a row if the storage class defines read components -- but it probably doesn't hurt to always write).     I don't even know if Image has a fast equivalent of FitsExp"	0.9893544	
DM-25173	DM	Story	"""Inspect initial WCS quality for HSC and DECam"""	"""""""Gen3 relies on our raw WCSs (which are now generally derived from boresight+rotation+cameraGeom, not FITS WCS header keys) to generate the regions for its spatial relationships, even for derived datasets like calexp that may improve on those WCSs.  This has been a problem for DECam in particular, because we think there are some exposures with significant pointing error.  HSC right now probably has the opposite problem: we're probably padding the raw-WCS-derived regions more than we need to, which is bad for database performance.  The goal of this ticket is to do an analysis of initial WCS quality for both instruments by comparing to a later-stage """"""""truth"""""""" WCS - calexp.wcs is probably good enough for this most of the time, though jointcal_wcs might be a bit better.  I'd like to come away from with it with a bit of reusable tooling that we could use to repeat the analysis in the future.  It doesn't need to be super polished (even unit tests might be overkill, as we're not going to run it a ton), but I'd like it to actually be committed to a maintained LSST git repo (obs_base, maybe?).  The specific questions I'd like to answer are:  - Are there visits with unusually large (i.e.) outlier-level pointing errors?  If so, are they a consistent offset in any coordinate system?  I would approach this by transforming (0, 0) in focal plane coordinates to sky via a combination of cameraGeom and then initial or truth WCS, and then averaging over CCDs in a visit and looking for outliers in the difference between initial and truth over all visits.  - If we correct for the above pointing errors, are there significant rotation angle errors?  (This is a bit trickier, and I haven't worked out the details of how I would compute it, but I think something analogous to the previous step would work).  We also don't have any evidence of a problem here, yet, so I'm not totally sure it's worth doing...but if we do have a problem, it would totally confuse the next step.  - If we correct for any outlier-level pointing or rotation angle errors, what is the padding (in pixels) we would need to apply to the initial-WCS bounding boxes to ensure that they always contain the truth-WCS bounding boxes on the sky?  I would approach this by using the WCSs to construct sphgeom.ConvexPolygon objects and using those to do relationship tests; you can find examples of this in the Gen3 code that actually constructs regions for us in defineVisits.py in obs_base.  This analysis probably needs to be done with Gen2 butlers right now, because that's the form in which we have the data (HSC PDR2) or could at least easily produce it (various DECam datasets).  The guts of any tooling would hopefully avoid using any butlers and would this be easily transferrable to Gen3 in the future."""""""		0.98934096	
DM-26763	DM	Story	"""Dome Control Software Development Support"""	"""""""Support activities for the development of low level dome control software development by EIE contractor. The activities include organization and attendance to technical meetings, review of documentacion, enforce compliance to requirements of software implementations, plan timeline of deliverables, provide technical support and guidance during development."""""""	"""Two dome software development meetings were organized, and both performed with attendance of EIE contractor developers. The meeting notes could be found at [https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings.|https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings]    The intended first priority task on main telescope dome rotation motion, as agreed on the previous sprint, was not followed as expected from EIE developers. As a result not practical new results were achieved in this context. Furthermore, it was realized that the EIE developers don't have enough expertise on the implementation of servo control software, that limits their progress on the delivery of the software. This issue is being analyzed in terms of providing more support from Rubin Observatory and NOIRLab developers with more experience in the matter.    Also, it was realized that a proper planning in terms of a practical timeline of deliverables, hasn't being laid out by EIE developers. This project issue wil be "	0.98932135	
DM-24263	DM	Improvement	"""Rework API for providing data IDs to test butlers"""	"""""""Currently, the code for creating a [test Butler|https://pipelines.lsst.io/v/daily/modules/lsst.daf.butler/use-in-tests.html] requires that the user pass all data IDs at repository initialization time. This is both inconsistent with and much less flexible than the API for creating new datasets, making it awkward to create more than a single-ID repository.    The main advantage of the current API is that the user does not need to know which fields are mandatory for defining e.g. a Detector entry (some are obvious, like """"""""instrument"""""""", others are not, like """"""""full_name""""""""). The new API should also handle such fields automatically where possible."""""""		0.9892323	
DM-24996	DM	Epic	"""Science Platform A&A review and SQuaRE Security Engineering """	"""""""  This epic covers security engineering activities, this cycle this includes:    * A document describing our security review of the LSP   * Investigate the possibility of interfacing gafaelfawr to Chronograph  * A technical roadmap following comment phase on SQR-039  """""""	"""Lots of much needed work on security and A&A this cycle. Delivered work included:    - Dependency management with neophile+dependabot+renovate (SQR-042)  - A&A service (gafaelfawr) now used beyond RSP for EFD, SQuaSH etc  - A&A/IDM path forward (reqs, design) (SQR-43,44,45,46)  - Science Platform (SQR-041), k8s security assessment (SQR-48)    """	0.98921424	
DM-24939	DM	Story	"""Remember which dataset types are in various collections"""	"""""""We may be able to optimize dataset lookups by remembering which dataset types are present in various collections.    This could happen down in daf_butler, for every collection, via some kind of materialized summary view of the dataset_collection_ tables (which could be managed either by Python code or by database support for materialized joins).  It could also happen by using CHAINED collections more as the """"""""user visible"""""""" collections created by the ingest and conversion scripts, because CHAINED collections already permit the dataset types looked up in child collection to be restricted.  The former is more work but seems cleaner long-term (there may be some potential for surprising behavior if we rely only on the latter), and we may want to do the latter as well anyway.    This would probably require schema changes, but probably only additions, and it may be doable in a way that allows the old schema and new schema to both be supported via configuration changes."""""""	"""I am taking a big step towards this on DM-27251, and I think I have a clear plan.  I hope to make the schema changes that would support this functionality (at least) on the DM-27033 integration branch prior to the middleware stable release, but I need to finish the real goal of DM-26692 first.    Because I'm now also planning to rememberthe """"governor"""" dimensions of the data IDs in each collection, doing this ticket will then be a step towards DM-27153."""	0.9891834	
DM-25985	DM	Story	"""Save schema version(s) in the database"""	"""""""Next step in supporting schema migration for registry, need to determine and implement how we are going to define schema versions in the registry code and mechanism to store versions in the butler_attributes table."""""""	"""To summarize my current ideas for what we want to be saved in the database:   * I think it's safe to say that single version number for whole schema is not going to work, it will likely cause lots of branching/merging that are very hard to manage.   * The alternative for now is to track per-manager version, this I think implies a """"forest"""" model in Alembic.   * The complication is that there may be different implementations of the same manager type which both exist in the code but only one is active at a time in particular registry   ** Potentially we could build schema which includes tables for all managers but I think this could lead to a conflict, so it's safer for registry to only have schema for one manager implementation   * Schema migration for one implementation of a manager should be more or less linear process as we progress through code releases, and for each released version of the same manager we have to provide semi-automated migration tool.   * Migration between different implementations of t"	0.98917574	
DM-24684	DM	Improvement	"""Extend the Replication/Ingest framework and REST API with algorithms and tools for indexing catalogs"""	"""""""The current implementation of the Replication/Ingest doesn't provide any mechanism for managing (inspecting, creating or dropping) indexes on the data tables within Qserv. Only a few essential (for Qserv to function) indexes get automatically created. A lack of indexes may affect a performance of many user queries. Hence a goal of this development is to add the following capabilities to the system:  * extending the Replication Framework with a set of _request_ and _job_ classes for managing indexes at workers.  * adding a command-line version of the Replication _controller_ tool for managing the indexes  * extending the REST services of the *Master Replication Controller* with the index management services    Other notes:  * the REST services need to be protected with the _auth_key_ mechanism as explained in: https://jira.lsstcorp.org/browse/DM-22745  * it may be necessary to consider putting a cap on the number of indexes which were created by the system due to disk space constraints at a particular Qserv deployment. For example, the system may need to evaluate the amount of the available disk space on the coresponding file system (at Qserv workers) before attempting to create a new index.  """""""	"""Please, disregard this message as you have already reviewed the ticket."" [SEP] ""The ticket has been reviewed by [~<USER>. All comments have been accepted and addressed."""	0.9891452	
DM-25709	DM	Story	"""Investigate presence of extended/LSB """"junk"""" sources in HSC RC2"""	"""""""The formal processing of the HSC-SSP data releases with the shared """"""""stack"""""""" has long revealed the presence of extended/low surface brightness objects in the coadd catalogs that are seemingly """"""""junk"""""""" (as identified by their location in various parameter planes where """"""""typical"""""""" physical objects don't populate).  However, in their recent processing, the abundance of such junky objects seems to have greatly increased (from the HSC """"""""S16"""""""" to """"""""S19"""""""" releases).  These sources are problematic for many science cases, weak lensing analyses in particular, so it would be great if we could find a way of tracking their presence and abundance the coadd catalogs without an overwhelming overhead of processing large areas of the sky.  The HSC RC2 dataset (DM-11345), which consists of 3 tracts and is currently periodically reprocessed (DM-25402), would be a great place to start, so the aim of this ticket is to see if we uncover enough of these objects in the RC2 dataset to reliably track and characterize them (with the ultimate hope of determining a formula for preventing their contamination in catalogs – whether that be via processing tweaks preventing them from getting counted as """"""""detections"""""""", or a reliable set of cuts to filter them out of the catalogs without also losing real sources)."""""""	"""The focus of this investigation is to look into an issue with the coadd source catalogs highlighted during the HSC-SSP WLWG (Weak Lensing Working Group) workshop on June 15 by Xiangchong Li. In particular, it was observed that the abundance of (junk) “extended faint galaxies” objects increased significantly in recent processing runs (their S18/S19 vs. S16), as shown in this plot from Li’s presentation:    !44CFF8A8-3A1E-4598-8C06-CF736001A278.jpeg|thumbnail!    The initial goal here was to see if “enough” of the problematic objects appear in the RC2 such that we can track/characterize them.  My initial analysis began with the single WIDE 9615 tract and the answer became clearly a definite “yes”. As such, I dug a bit deeper into identification of the offenders based on cuts in various parameter spaces and a more detailed look at the properties of these objects and their appearance in images. The analysis is summarized in the attached [^extendedLsb_9615_HSC-I.pdf]   I then followed up with th"	0.989106	
DM-26407	DM	Story	"""Change how dimensions are stored in a Butler repository"""	"""""""Dimensions.yaml should be locked in and read-only as soon as the schema is created during the makeRepo phase.  At the moment there is nothing stopping a repository from breaking if dimensions.yaml is updated in daf_butler and there is nothing stopping a user editing the config file after repository creation and breaking things.    We propose to remove dimensions.yaml from ButlerConfig and have it as an explicit argument for makeRepo (defaulting to {{pkg://lsst.daf.butler/configs/dimensions.yaml}}) which will then ensure that the dimensions configuration is locked in for that repository.    We will still require that it be possible to migrate a registry to a new dimensions definition but that migration should be by explicit request."""""""	"""I have prototyped some of this on DM-26336 (the part about how to serialize the DimensionUniverse to database tables), and it seems quite doable.  That got me thinking that we might also want to make DimensionUniverse mutable, and have Registry APIs for adding new dimensions and columns dynamically to a repo (analogous to DatasetType registration); the config file in daf_butler would then just represent the initial/default.  I'm writing a Confluence page to document what that prototyping ticket came up with, and will have more details there."" [SEP] ""Now that I've gotten my head out of CALIBRATION collections, I'm going to try to write down the thoughts I had on this topic while prototyping, in the hopes that'll help [~<USER> and I coordinate as we both make rather big changes to the dimensions system (mine will be over on DM-26692, or subtask tickets thereof).  My thoughts are not very well organized, and I'd be happy to have a live chat of some kind about them, but hopefully just writing them down now will"	0.9890082	
DM-24454	DM	Story	"""Dome software meetings"""	"""""""Prepare and coordinate weekly meetings on dome control software with EIE contractor."""""""	"""Two dome software meetings were organized and attended, during this sprint. The meetings notes could be found at [https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings]         A plan was discussed to implement acknowledgement of all commands in order to develop a simulator software, to be utilized by both the low level and the high leve segments of the software developement. Both EIE contractor and Rubin  Observatory developers agreed on the approach. Also, a review was made of the crawl command to have a common understanding of the functionality, in the context of having the dome rotation in continuos motion, when observing. A change will be necessary to be made in the original specification of the command, to be consistent with the new concept."" [SEP] ""Meetings held and completed successfully.  Review Complete"""	0.98883307	
DM-24614	DM	Story	"""Move dataset_location tables into manager/storage hierarchy"""	"""""""This follows the pattern used for other Registry systems.  After this change, we could consider giving Datastore instances these classes and a manager for the opaque tables instead of a full Registry, would be better for interface segregation.    The default implementation of these manager/storage classes should not modify the current schema, but it will give us flexibility to change it via configuration in the future, so it probably still merits being part of the stability milestone."""""""	"""[~<USER>, I'm contemplating making some changes to the Datastore/Registry boundary (code, not conceptual) that I wanted to run by you first:   * I'd like to remove most of the DatasetLocation methods from Registry itself, because Datastores should be the only ones calling them, and Datastores don't need the vast majority of the Registry methods.  Instead, there'd be one method on Registry to register a new Datastore that would return a bridge object that can do all of the things a Datastore needs to do with the Registry.  Datastores would just call that in their constructors and hold on to the bridge object instead of the Registry instance.   * I _think_ it'll be pretty easy to implement ephemeral dataset locations for InMemoryDatastore at the same time; that'll just be a dict-based implementation of the bridge object.  Eventually we may want to replace that with something based on temporary database tables so we can include existence-in-datastore in more general dataset queries, but because there will an"	0.9887967	
DM-25776	DM	Technical task	"""Refactor DataCoordinates and add custom containers for them."""	"""""""This work is already done, aside for commit cleanup; I'm splitting DM-24938 into sub-tasks to transform one truly gigantic review into a few still-very-large ones."""""""	"""This is the first ~half of DM-24938, and it's ready for review; [~<USER>, I think you're the logical candidate as you'll want to know about these classes, but I could find another victim if you're slammed right now.    Basically, this does most of the interface modification and creation work for the second half of DM-24938, refactoring DataCoordinates and adding an ABC (with a couple of implementation) for containers of DataCoordinates.  That doesn't functionally change much, but it sets the stage for having containers with the same interface backed by queries and temporary tables in part two.    The vast majority of the changes are in [daf_butler|https://github.com/lsst/daf_butler/pull/324].  I was going to recommend reviewing that commit-by-commit, but GitHub messes up the order, so I'm less certain, but it probably still makes sense.  In any case, when you get to the """"Refactor DataCoordinate"""" one, you're better off reading coordinate.py as a new file, not a diff, or at least ignoring the diff side of"	0.9885688	
DM-25435	DM	Story	"""Propose user-facing table denormalizations"""	"""""""[~<USER> points out DMS-REQ-0332:  {quote}The database tables shall contain views presented to the users that will be appropriately denormalized for ease of use.  {quote}  and asks how we should interpret this. The requirement was added to correspond to the DPDD text in section 3.3, which says that  {quote}Secondly, the tables to be presented are largely normalized ... In the as-built database, the views presented to the users will be appropriately denormalized for ease of use.  {quote}  In order to decide how to support this requirement, we should determine an appropriate set of user-facing denormalizations. Some of these may be relatively cheap in storage costs and some may be prohibitively expensive to store, necessitating on-the-fly views to be computed. Such views require support in both the TAP service and qserv, so identifying those needs soon is important for guiding development.          """""""	"""We need to understand what it will mean to verify this requirement for ORR."""	0.9885367	
DM-24625	DM	Story	"""Evaluate the lsst.verify.tasks framework for performance metrics"""	"""""""Contribute to the evaluation of the  lsst.verify.task framework for scientific performance metrics."""""""	"""Over the last couple of weeks there has been significant effort to look at how `PipelineTask` classes can be used to execute the broad design goals presented in [DMTN-141|https://DMTN-141.lsst.io].  This has required implementing three different tasks:  1) A task to create matched catalogs that can be used by other measurement tasks  2) The actual measurement task  3) And a task to aggregate the individual measurements into a single summary number    My contribution has been in the task to produce matched catalogs and in the very simple pipeline description.    The current pipeline runs in about 1 minute on the r-band visits in the {{ci_hsc_gen3}} repository on a single core.  This can be parallelized and has been shown to run in about 20 seconds on eight cores.    The quantum graph builder identifies 25 patches as quanta for the tasks (the measurements are at the patch level for this prototype).  Though only 9 patches have data since the quantum building is conservative in terms of a boundary around in put "	0.9884751	
DM-26048	DM	Story	"""Dome software meetings"""	"""""""Prepare and coordinate weekly meetings on dome control software with EIE contractor."""""""	"""Two dome software meetings were organized, during this sprint and only one performed, due to request form EIE contractor to postpone one. The meeting notes could be found at [https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings]    Continue iterations with EIE contractor on the detailed analysis of the dome rotation motion, and the protocol to communicate the commands for motion control. The emphasis continue on the implementation of motor drive control. Basic motor control was demonstrated, that represents a major milestone being accomplished. In parallel, activities to incorporate conditions to allow motion control were performed, with the result of being able to identify safety conditions and interlock conditions, that need to be incorporated into the software develoment. EIE published the updated safety matrix with the proper signal identification."" [SEP] ""dome meetings continue with progress"""	0.98845196	
DM-25338	DM	Story	"""Implement time and size based retention policies in Kafka's NTS deployment"""	"""""""On the NTS cluster, Kafka has a small ~50G partition to store its logs, which filled up in about 48h with the CSCs running on the NCSA test stand.          We have to fine-tune the Kafka broker retention policy to avoid that."""""""	"""Time retention is configured at the broker level with the following parameters:    we had it initially set to 24h, then 2h and now 1h... since the number of producers running in the NCSA test stand is changing a lot, it is hard to estimate a retention time that would prevent filling up the 50G partition. As a safeguard, we can add a retention configuration based on size:    it is recommended to use 80-90% of the available space.     Note that the value must be quoted in the Helm chart otherwise it gets converted to another format and the configuration fails:    Here's a [good tutorial on retention policy configuration|https://medium.com/@sunny_81705/kafka-log-retention-and-cleanup-policies-c8d9cb7e09f8#:~:text=Default%20retention%20period%20for%20Segments,structure%20for%20a%20Topic%20partition]."" [SEP] ""Looks like the retention policy is doing its work:      """	0.9883201	
DM-25900	DM	Story	"""New Community """"Statistics Q&A"""" subcategory in """"Science"""""""	"""""""This ticket is to create a new subcategory, """"""""Statistics Q&A"""""""", in the """"""""Science"""""""" category on Community.lsst.org, and link it to the LSSTC Slack #issc-ask-the-issc (new topics only). This new subcategory is desired by the Informatics and Statistics Science Collaboration (ISCC) and the details are described in this topic in the """"""""Meta"""""""" category:     [https://community.lsst.org/t/proposed-new-category-in-science-statistics-q-a/4227]"""""""	"""The new category is now up at [https://community.lsst.org/c/sci/statistics/41] and the initial posts are configured to associated Slack channel. If there's anything further that needs to be fixed, let me know."""	0.98831344	
DM-27101	DM	Story	"""Some metric measurements include the package name and others don't"""	"""""""It turns out that some measurement tasks are hard coding the metric name {{PA1}} and others take a metric name and insert it into the {{Measurement}} e.g. {{AMx}}.  This means that the metric name passed to {{run}} is ignored sometimes and is not in other cases.    It seems like we are being consistent in that we do not include the package name in any of the measurements when we run the pipeline, but I'm not sure thats the best policy.  It's true that you need to know the package name to get the metric, but I think the verify system depends on the name spacing to do filtering of jobs that have metrics from multiple packages.  We should think about the best policy."""""""		0.9882792	
DM-26190	DM	Story	"""Sort out where formatter and storage class definitions are located"""	"""""""At the moment we have a situation where every time someone adds a new storage class they have to change a couple of files in daf_butler. Firstly the storage class definition and secondly the list of formatters.    daf_butler is not a good place for these and we already have a mechanism for allowing butler configurations to be merged. We have already had a situation in gen2 where everyone has to do a little patch to obs_base for each new thing and there must be a better way.    I think we can add to DAF_BUTLER_CONFIG_PATHS in the EUPS table files in the obs packages, but we should consider whether we want every package that defines a class to also define its own storage classes entry (and default formatter) rather than having a class defined in meas_algorithms but registered in obs_base.  This might lead to a proliferation of paths to search and slow down butler instantiation.    What I would like to do is use package resources for accessing them like we do in daf_butler itself but I don't think EUPS table files are set up to handle that -- firstly it might not like {{resource://}} in the PATH-like environment variable and secondly if I had a DAF_BUTLER_CONFIG_RESOURCES environment variable the resource name of {{lsst.meas.algorithms/configs}} does not match PRODUCT_DIR so EUPS won't be able to unsetup."""""""		0.988076	
DM-25274	DM	Epic	"""Galaxy Photometry Metrics in F20A"""	"""""""Experiment with using priors, deblending and adjusting fitting regions with MultiProFit to improve galaxy photometric (colors/magnitudes) and structural (sizes/moments) parameter accuracy/precision."""""""	"""A note to begin: since I did not compare sizes/moments with truth, most of my conclusions about structural parameters are based on eyeballing the effective radius vs apparent magnitude distributions in DC2 simulations and in HSC. In all cases, there are many sources - usually false positive or low S/N detections - with unreasonably large sizes for their magnitudes and in many cases overestimated fluxes (I call this the runaway size problem). Photometric accuracy/precision is based on comparing to truth in the DC2 simulations.    A summary is that none of the experiments in this epic provided significant improvements in parameter recovery. However, results do change significantly if a free background level is included. This suggests that source detection and background modelling are limiting galaxy modelling more so than specifics of the galaxy models themselves.    More detailed conclusions from this epic:    Priors on centroid and sizes (as implemented) have very modest impacts on photometry and equally lit"	0.987899	
DM-25118	DM	Story	"""Document User File Workspace use cases"""	"""""""In order to support a reanalysis, at engineering level, of how to provide the User File Workspace capabilities, a set of driving use cases for the workspace would be useful, in addition to the existing requirements (which already reflect past technology choices).    Ideally these would be obtained from a look back at earlier documents from the project, but they can be supplemented by fresh thinking.      This work is relatively urgent; it's a predecessor to engineering effort beginning, and delivering some level of User File Workspace capability is a desired feature for DP0."""""""		0.98786575	
DM-26181	DM	Story	"""Ensure that filters are defined in pipetask multiprocessing"""	"""""""In DM-26119 I learned that when pipetask uses multiprocessing we never instantiate an {{Instrument}} and therefore we never define the filters for that instrument in the global singleton.    In single process mode it's fine because at some point an Instrument is created.    Modify pipetask multiprocessing such that the dataIds are scanned for the """"""""instrument"""""""" dimension and we call {{Instrument.fromName(dataId[""""""""instrument""""""""], registry)}}.  Currently we only expect one instrument.    When the singleton is removed it's likely that some related initialization will be needed to register the filters but we assume that would allow the same initialization for multiple instruments.    CC/ [~<USER>, [~<USER> in case they have come across this problem before."""""""	"""I want to add that it's not just in multiprocessing that the {{Instrument}} isn't instantiated.  I've noticed that when running my in-progress {{fgcmcal}} {{pipetask}} that I have to instantiate the {{Instrument}} manually.  So in a single process for some tasks, the {{Instrument}} is created somewhere, incidentally, but not through any explicit pattern.  Should this be explicitly done somewhere in {{pipetask}} as well/instead of the multiprocessing run?"" [SEP] ""[~<USER>, is it possible to reproduce that crash you saw on DM-26119? I probably don't want to write a unit test for that but I need a way to test that fix is going to work."" [SEP] ""Also what is that """"filter yaml"""" that you mentioned there, where do I get it from?"" [SEP] ""You need to be using DM-26119 branches for obs_base and daf_butler.  Then you need to run the ci_hsc_gen3 test  with this override yaml:  {code:yaml}  datastore:    composites:      default: true      disassembled:        ExposureI: true        ExposureF: true        calexp: true  "	0.98776615	
DM-27024	DM	Story	"""Support dome coditioning contract"""	"""""""Support activities to develop a dome environment conditioning contract, to control the temperature during daytime. The activities include reviewing proposals, provide technical information to potential contractors, meetings with Rubin Observatory reviewers and contractors."""""""	"""After another round of analysis of quote presented by DatControl company, on temperature control of internal dome enclosure during daytime, the proposal was accepted by Rubin Observatory, ready to proceed with the paperwork associated to start this sub project of Enclosure Environment Control (EEC) implementation. Documents will be presented to Procurement department to get approvals to start this part of the EEC project."" [SEP] ""more negotiation and Rubin acceptance on contract."""	0.98765767	
DM-24770	DM	Story	"""Issues found in M1M3 component"""	"""""""While testing the M1M3 component at NCSA I noticed a couple things that needs fixing. These are mostly related to the SAL component behavior so, as far as I understand, it should apply to the component as a whole and not only the simulator.          1 - Component crashes if it doesn't find configuration file during start command.       Expected behavior: If I send a start command a {{settingsToApply}} that is not valid the CSC should reject the command with ack = {{CMD_FAILED: -302}} and stay in STANDBY.      Current behavior: component core dumps.               2 - Component is not doing state transitions appropriately. The only transition that the CSC is performing is going from STANDBY to DISABLE. After that it is not possible to take to any other state, not even back to STANBY. Also, it is acknowledging the commands as complete but are not executing them.     I am attaching a script that will reproduce the problem. This is an example output:    3 - Component not rejecting commands when in STANDBY or DISABLED.    When sending commands for the CSC in standby it should reject the commands with ack=<SalRetCode.CMD_FAILED: -302>, instead it is accepting the commands with 303.     I'm attaching a script that will reproduce the problem. This is an example output.      """""""	"""1. is just another manifestation of DM-24238. Put is as blocked by, this needs to be fixed first."" [SEP] ""After some changes, at least wrong config name failed as expected:    "" [SEP] ""_2 now returns - I am a bit sceptical about validation errors. My preference would be to remove from xml parameters which aren't used, but of course I can just ignore validation for those commands.     "" [SEP] ""Those problems are hopefully fixed. I am seeing core dump in ShutdownCommand, which I am working on."" [SEP] ""See #13 https://github.com/lsst-ts/ts_m1m3support/pull/13"" [SEP] ""I looked over most of the changes in GitHub and they seem to fix the problems I mentioned above. I haven't had time to fully test the changes though. If I find any other issues I'll create a new ticket to fix them. """	0.98734426	
DM-25924	DM	Story	"""Reissue LDM-542 (LSP Design) with changes from requirements and other updates"""	"""""""There are various requirements updates for the LSP in process or already adopted.    The corresponding design document, LDM-542, needs to be updated as well."""""""	"""1) address the DMLT action """"update the Science Platform design documentation to reflect that data access services should be tested with PyVO""""    PR created for review by [~<USER>."""	0.98731357	
DM-26764	DM	Story	"""Support dome coditioning contract"""	"""""""Support activities to develop a dome environment conditioning contract, to control the temperature during daytime. The activities include reviewing proposals, provide technical information to potential contractors, meetings with Rubin Observatory reviewers and contractors."""""""	"""Continued interactions with DatControl engineers on the requested dome environment temperature conditioning contract quote. An updated quote was received from DatControl, including the comments and observations on the categories of tasks to perform, made by Rubin Observatory. After another round of revisions on inclusion of all requirements, it's expected that  it would be possible to proceed by the paperwork associated to start this sub project of Enclosure Environment Control (EEC) implementation."" [SEP] ""Interaction with DATControl for contract negotiations regarding the EEC."""	0.9873111	
DM-25634	DM	Story	"""Dome software meetings"""	"""""""Prepare and coordinate weekly meetings on dome control software with EIE contractor."""""""	"""Two dome software meetings were organized, during this sprint and attended. The meeting notes could be found at [https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings]    Continue iterations with EIE contractor on the detailed analysis of the dome rotation motion, and the protocol to communicate the commands for motion control. The emphasis now is in the implementation of motor drive control. To suport that effort, Rubin Observatory has made available to the EIE developers group, the documentation and software developed for the Auxiliary Telescoe control on the use of Ethercat protocol to drive the dome rotation motion. In a parallel task,  Rubin Observatory is advancing in the identification of other components of the control software, dealing with the logic of detecting alarms, locking conditions, that impact the enabling or disabling of dome rotation motion."" [SEP] ""On-going meetings continue.  Push for low level testing via EIE & IRSWeb getting some traction.  Review complete."""	0.9872227	
