project,issue_key,issue_type,design_score,confidence_tier,n_reason,summary,description
DM,DM-25165,Bug,0,1,bug_type+score_0,"""getLeapSeconds returns 0 even though CLOCK_TAI is correct""","""""""Adam reports that on tucson-teststand a ts_sal unit test is failing. It appears that getLeapSeconds is returning 0 even though CLOCK_TAI is correctly configured to return actual TAI. (See log below).    I'm not sure if this is a bug or if some extra SAL configuration required.    The failing test is test_get_current_time in tests/test_sal.py:    """""""
DM,DM-25170,Bug,0,1,bug_type+score_0,"""Fix to get predicted butler URIs""","""""""Getting predicted butler URIs crashed with           I think [this line|https://github.com/lsst/daf_butler/blob/master/python/lsst/daf/butler/_butler.py#L826]  means to use {{run}}, not {{self.run}}, in the arguments. """""""
DM,DM-25186,Bug,0,1,bug_type+score_0,"""Fix Qserv container builds after conda-ization of stack""",
DM,DM-25187,Bug,0,1,bug_type+score_0,"""daf_butler registry EllipsisType breaks pipelines.lsst.io doc build""","""""""The pipelines.lsst.io build failed this morning with      This is presumably due to the lack of documentation for this type despite its presence in {{\_\_all\_\_}}."""""""
DM,DM-25209,Bug,0,1,bug_type+score_0,"""afwMath makeStatistics ignores dtype when data is raveled in""","""""""See snippet for full description:    Essentially type is ignored when passing in via np.ravel()     """""""
DM,DM-25220,Bug,0,1,bug_type+score_0,"""Conda-ize Lua eups package""","""""""Include conda include and library paths in Lua makefile patches"""""""
DM,DM-25222,Bug,0,1,bug_type+score_0,"""Error with --init-only --skip-existing""","""""""What lead up to this problem is that I am back to trying to make ctrl_bps work with current version of the stack with as minimal effort as possible (i.e., it works then start making bigger changes).  I am testing with a sqlite3 ci_hsc_gen3 repo created with this week's stack (w_2020_22).   With [~<USER>'s help I had made enough changes (e.g. --output-run --extend-run) that it ran through all of isr, but failed when it tried to run the --init-only quanta for the next step, charImage with the following constraint error message:     Then I remembered the discussion about needing to do something extra with the --init-only calls.  Per the discussion in DM-24797, I added --skip-existing to my pipetask calls with --init-only.   Now it fails on the isr --init-only (i.e., the first quanta executed).    command line:    output:    I have not changed ctrl_bps to do all init's in a single pipetask call, but from the ticket it didn't sound like that was a requirement."""""""
DM,DM-25225,Bug,0,1,bug_type+score_0,"""Fix a typo from DM-25016  writing the wrong qgraph""","""""""pipetask {{--save-single-quanta}} wasn't working properly and writing out full qgraph in files.  It was cause by a typo in DM-25016  missing one letter. """""""
DM,DM-25227,Bug,0,1,bug_type+score_0,"""Update Qserv container builds to conda env ref to d3c8cdc""","""""""New env removes build specs to work around upstream problem"""""""
DM,DM-25231,Bug,0,1,bug_type+score_0,"""""""Broken"""" conda-forge builds cause pinned environment failure""","""""""Until DM-24972 lands (which may be soon), we need a functional conda environment.  According to conda-forge developers, it is apparently more future-proof, though less exactly reproducible, to use pinned versions for direct dependencies only, without build specifications.  Convert the scipipe_conda_env pins to that mode and update Jenkins, newinstall, and deploy accordingly.  Also add an environment on the qserv branch of scipipe_conda_env that works similarly and has desired additions for that product."""""""
DM,DM-25267,Bug,0,1,bug_type+score_0,"""Failed image retrieval message causes exception in dm_csc.py""","""""""The following message:    \{'MSG_TYPE': 'IMAGE_RETRIEVAL_FOR_ARCHIVING', 'OBSID': 'CC_O_20200529_000005', 'FILENAME': '', 'STATUS_CODE': 5611, 'DESCRIPTION': 'There is no data from DAQ for image CC_O_20200529_000005 and location 22/0'}    is not handled properly by the code in dm_csc.py, and causes an exception to be thrown."""""""
DM,DM-25329,Bug,0,1,bug_type+score_0,"""Fix LATISS instrument pipeline definitions for cp_pipe""",
DM,DM-25372,Technical task,0,1,bug_type+score_0,"""Create Catchup images list""","""""""CatchupArchiver needs a list of images to be catched up. First, it needs list of images in the DAQ data store. Forwarder will scan the DAQ images and then return the list back to the CatchupArchiver."""""""
DM,DM-25392,Bug,0,1,bug_type+score_0,"""error on CSC start up on base system""","""""""The CCArchiver heartbeat can't be seen at the base after it starts up.            """""""
DM,DM-25407,Bug,0,1,bug_type+score_0,"""ap_verify cannot handle curated crosstalk data in Gen 2""","""""""Following the merge of DM-23983, {{ap_verify}} crashes because it only ingests defects, and not other types of curated calibrations (in particular, crosstalk coefficients). Modify {{ap.verify.ingestion.DatasetIngestTask}} to process 0 or more curated calibrations in the format expected by {{IngestCuratedCalibsTask}}.    In addition to updating the (obs_lsst, obs_decam, obs_subaru) package override files for {{DatasetIngestConfig}}, double-check that this field is not overridden in the four existing datasets.    Since this will break all configs for {{DatasetIngestTask}} anyway, also rename {{textDefectPath}} and {{defectIngester}} to {{curatedCalibPaths}} and {{curatedCalibIngester}}, respectively."""""""
DM,DM-25423,Bug,0,1,bug_type+score_0,"""ReadTopic._next occasionally fails with """"IndexError: pop from an empty deque""""""","""""""I am seeing a very occasional error in salobj: ReadTopic._next will raise:      This is quite surprising. Here is the relevant bit of code in _next:    And self._next_task is set done when data is queued.    Possibilities include:  - More than one bit of code is awaiting _next_task and reading data if found.  - Sometimes the task is set done when data is not queued. My initial read of the code suggests that is unlikely."""""""
DM,DM-25430,Bug,0,1,bug_type+score_0,"""butler convert fails if gen2 repo is not an absolute path""","""""""When trying to convert {{testdata_jointcal}} HSC to gen3 for DM-24300, the command {{butler convert hsc_gen3 -i lsst.obs.subaru.HyperSuprimeCam --gen2root hsc/ -t symlink}} failed with:        Per a slack conversation, tt seems that this is because the gen2 repo is required to be an absolute path and not relative (thanks [~<USER>!).  Presumably, {{butler convert}} should {{abspath}} the input path at invocation."""""""
DM,DM-25517,Bug,0,1,bug_type+score_0,"""jq missing in w_25""","""""""No jq anymore.  Investigate."""""""
DM,DM-25526,Bug,0,1,bug_type+score_0,"""Fix array handling in ADLink's community edition of OpenSplice""","""""""Examine the differences between our OpenSplice code and ADLink's community edition and try to determine what fixes the array handling. Then submit a pull request."""""""
DM,DM-25698,Bug,0,1,bug_type+score_0,"""Fix missing obs_decam dependencies""","""""""The obs_decam tests do not depend on the decam/crosstalk and decam/defects being built, and almost certainly should"""""""
DM,DM-25749,Bug,0,1,bug_type+score_0,"""Some reST documents' rendering do not appear consistent with documentation""","""""""In the course of developing DMTN-136, I observed a couple of inconsistencies between the reST-source documentation at    [https://developer.lsst.io/restructuredtext/style.html]    and the actual rendering of the document.    First, the {{:guilabel:`text`}} markup, which is described here:  https://developer.lsst.io/v/DM-5063/docs/rst_styleguide.html#other-semantic-markup  as rendering the text surrounded by a rounded rectangle with blue border and light-blue fill, appears to render as just the plain text (though the markup is, correctly, stripped off).    Also, the {{`URL`__}} syntax for rendering clickable links, described here:    https://developer.lsst.io/restructuredtext/style.html#external-links    specifically the """"""""second method"""""""", described as creating an """"""""anonymous link"""""""", did not work as expected: it produced a link, but the backticks and two underscores appeared in the rendered output.  This was able to be mitigated by simply removing the markup, since """"""""bare"""""""" URLs are also made into clickable links in the rendering."""""""
DM,DM-25754,Bug,0,1,bug_type+score_0,"""UnboundLocalError: local variable 'n' referenced before assignment""","""""""Came across this with some pipetask run commands, and it looks like a bug at https://github.com/lsst/pipe_base/blob/master/python/lsst/pipe/base/graphBuilder.py#L556    """""""
DM,DM-25786,Bug,0,1,bug_type+score_0,"""Cannot import sphgeom objects in Gen 3""","""""""I've run into an issue when trying to import the Gen 3 portions of {{ap_verify_ci_hits2015}} and {{ap_verify_ci_cosmos_pdr2}}. Both datasets' export files were created using the call      This creates patch/tract nodes in the {{export.yaml}} that look like:      When I try to import the {{export.yaml}}, I get the following stack trace:      [~<USER> recommends adding serialization support to {{sphgeom}} that makes these types compatible with {{yaml.safe_load}}. This is related to DM-25448, but distinct in that there's no {{LookupError}} with the registry."""""""
DM,DM-25788,Bug,0,1,bug_type+score_0,"""BaseCscTestCase.check_bin_script does not set LSST_DDS_DOMAIN""","""""""BaseCscTestCase.check_bin_script should set the LSST_DDS_DOMAIN environment variable to a random value, just like make_csc does.    Thanks to [~<USER> for reporting this."""""""
DM,DM-25809,Bug,0,1,bug_type+score_0,"""pipetask --skip-existing with partially existing outputs fails with AttributeError: '_QuantumScaffolding' object has no attribute 'taskDef'""","""""""Running {{pipetask run --skip-existing}} option with a collection where partial outputs already exist fails like following:         My steps to reproduce this using a built ci_hsc_gen3 repo, with {{w_2020_27}} :         """""""
DM,DM-25855,Bug,0,1,bug_type+score_0,"""Fix missing obs_decam dependencies, pt 2""","""""""""""""""Looks like https://github.com/lsst/obs_decam/blob/master/decam/SConscript#L71 needs to also depend on makeCrosstalk or decam/crosstalk"""""""""""""""
DM,DM-25882,Bug,0,1,bug_type+score_0,"""Update docstrings to note lsstDebug options""","""""""The documentation of debug hooks could be much better than it is."""""""
DM,DM-25885,Bug,0,1,bug_type+score_0,"""Export/Import of some datasets prints time warnings""","""""""Exporting, then importing certain dataset types with timestamps results in the warning:    While the warning is harmless, some repositories produce dozens of copies, which is distracting.    Dataset types known to trigger this problem:  * DECam {{defects}}  * DECam {{crosstalk}}  * HSC {{unbounded}}    Discussion on [#dm-middleware|https://lsstc.slack.com/archives/C2JPT1KB7/p1594327976459000] concluded that the problem is likely limited numerical precision in the process of converting TAI to UTC, exporting it, importing it, and converting back to TAI.    While we could work around the warnings by not labeling datasets with such an (arbitrarily) early date, [~<USER> believes the conversion must be made more precise to support general storage of epochs."""""""
DM,DM-25902,Bug,0,1,bug_type+score_0,"""Environment CSC defines 'string' attributes with units, should be unitless""","""""""In Environment_Telemetry.xml, the *Environment_windSpeed* and *Environment_airPressure* topics each have a *sensorName* string attribute, but the Units are incorrectly defined.  One is Pa and the other is degree.  They should both be unitless."""""""
DM,DM-25904,Bug,0,1,bug_type+score_0,"""Import of jupyterhubutils seems to be grabbing root logger.""",
DM,DM-25919,Technical task,0,1,bug_type+score_0,"""Add custom classes for registry query results""","""""""This work has largely been done on DM-24938, but is being split up between this ticket and DM-25776 to enable easier reviews.  Only remaining work here is documentation and other cleanups."""""""
DM,DM-25928,Bug,0,1,bug_type+score_0,"""RawIngestTask can't take default config""","""""""{{RawIngestTask}} takes a {{config}} parameter that defaults to {{None}}. However, calling it without an explicit config yields:      Fix and add a test for this case."""""""
DM,DM-25934,Bug,0,1,bug_type+score_0,"""MeasurePhotonTransferCurveTask appears to ignore the defect mask""","""""""I was testing MeasurePhotonTransferCurveTask with isr.doDefect=True.  The code reads in and applies the defects and correctly applies edge mask pixels when isr.numEdgeSuspect=N.  However, when calculating the mean/variance pairs, it appears that the defect mask is ignored.  I think the andMask need to be set in afwMath.StatisticsControl to correct this."""""""
DM,DM-25937,Technical task,0,1,bug_type+score_0,"""Create EFDCurator for CatchupArchiver""","""""""CatchupArchiver needs to query EFD to acquire past messages for historical data."""""""
DM,DM-25952,Technical task,0,1,bug_type+score_0,"""Implement basic capabilities(business logic) of CatchupArchiver""",
DM,DM-25970,Bug,0,1,bug_type+score_0,"""ap_verify CI command line broken""","""""""After merging DM-21915, {{ap_verify}} CI runs fail with the following error:      We believe this is from the addition of an extra argument ({{--gen2}}), with a shell comment that got parsed as an argument instead. Moving the comment to its own line should fix the problem."""""""
DM,DM-25984,Bug,0,1,bug_type+score_0,"""Investigate why the afw means of flat images are NANs for several amps of BOT data after DM-25934""","""""""<USER>reports that after implementing masks to calculate clipped statistics DM-25934, the mean values of several amplifiers are now NAN (they had a reasonable value before the DM-25934). Investigate the cause and fix it. """""""
DM,DM-25986,Bug,0,1,bug_type+score_0,"""Master replication controller crashes in the Kubernetes environment""","""""""Repeated crashes of the Master Replication Controller have been reported at IN2P3 in the Kubernetes-based Qserv installation which also includes the Replication/Ingest system. The crashes are seen in two scenarios:  * when starting the Qserv instance the Controller may crash a few times before getting into a stable state  * when ingesting new catalogs (typically when committing {{super-transactions}})    In both cases the following messages were reported by the Controller:    A goal of this effort is to investigate a reason of the crash and fix/reinforce the Controller's implementation."""""""
DM,DM-25987,Bug,0,1,bug_type+score_0,"""Fix a typo in the Replication schema definition""","""""""There are a few minor typos and bugs in the code of the Replication/Ingest system which needs to be fixed."""""""
DM,DM-25988,Bug,0,1,bug_type+score_0,"""Examine HSC COSMOS ap_pipe failures to retrieve template""","""""""In DM-24252, one of the common errors affecting about 25% of the dataIds processed was """"""""No coadd PhotoCalib found!"""""""" which originates in imageDifferenceTask when getTemplate is called. This ticket is to figure out why so many of the visits which I expect to overlap the templates I made aren't able to retrieve a template and/or a template PhotoCalib."""""""
DM,DM-26007,Bug,0,1,bug_type+score_0,"""defaultFilter is not used if a filterName is given to loadSkyCircle""","""""""If {{defaultFilter}} is supplied without a {{filterMap}}, and the user specifies {{filter=something}} in {{loadSkyCircle()}} (as one normally does, because when you load the refcat you don't know how its filter mappings are configured), {{getRefFluxField()}} will fail:        I believe the solution is to add {{camFlux}} to the {{fluxFieldList}} in {{getRefFluxField()}}, so that if {{defaultFilter}} is specified, you'll still get a fluxField of some kind. The behavior of how {{defaultFilter}} and {{filterMap}} should interact is undefined in the docs that I can see, so although this is a behavior change, I think it is more self-consistent. We also do not use {{defaultFilter}} anywhere in the stack currently that I've found, and this change should make it useable for RFC-697."""""""
DM,DM-26031,Bug,0,1,bug_type+score_0,"""Fix broken measureCrosstalk test""","""""""The untrimmed case fails in test_measureCrosstalk.  I suspect the mock is adding sources incorrectly."""""""
DM,DM-26047,Bug,0,1,bug_type+score_0,"""Defect calibration product filename collision""","""""""I have been creating defect calibration products to use when running measurePhotonTransferCurve.py.  After ingestion, the defect calibration product filenames have the sensor number (Sxx) but not the raft number (Rxx) or detector number, and so are not unique.  An example filename is {{CALIB/defects/2019-10-12T15\:02\:16.071000/defects-2019-10-12T15\:02\:16.071000-S11.fits}}.  When running BOT data, both detector 40 (R11_S11) and detector 85 (R21_S11) ended up with the same filename.      The defect files were created with:    and ingested with:  """""""
DM,DM-26067,Bug,0,1,bug_type+score_0,"""Fix bug in ptc.py that calls np.isnan on array (after DM-25984)""","""""""Fix bug in ptc.py that calls np.isnan on covariance array. """""""
DM,DM-26090,Bug,0,1,bug_type+score_0,"""getSaturation() not picking up saturation values in yaml files: policy/lsstCam/Rxx.yaml""","""""""[~<USER> reports that {{getSaturation()}} is not picking up the saturation values defined in {{policy/lsstCam/Rxx.yaml}}. It seems that {{getReadnoise()}}, {{getGain()}} do work, though. """""""
DM,DM-26118,Bug,0,1,bug_type+score_0,"""Hunt down regression in wfdispatcher""","""""""wfdispatcher is getting the wrong user information again somehow."""""""
DM,DM-26133,Bug,0,1,bug_type+score_0,"""generateAcronyms not robust for misformated glossary""","""""""A recent addition to glossaries missed one quote - it passes travis anyway of course. Finding the offender required adding a print to the script. There should really be a try catch on the reader to indicate the offending line.    It may also be good to add a check format option which could be invoked by travis for a badly formated glossarydefs ffile. """""""
DM,DM-26157,Technical task,0,1,bug_type+score_0,"""Add comments for dm_CCArchiver and dm_csc_base code""","""""""Add missing comments to dm_CCArchiver code so that the code is completely documented, and in line with the developer documentation guide."""""""
DM,DM-26182,Bug,0,1,bug_type+score_0,"""Fix zogy score image invalid value warning""","""""""With the hsc test data, there are non finite values in the image. The zogy score image calculation does not handle correctly the inf/nan propagation. Set the score image to 0 at these pixels instead of resetting the {{nan/inf}} that produces the warning when e.g. compared in {{less}} operation.               """""""
DM,DM-26207,Bug,0,1,bug_type+score_0,"""Investigate unusually large memory footprint in Qserv czar""","""""""When Qserv is processing many parallel _shared scan_ queries changes in the memory footprint of the {{mysql-proxy}} may indicate a possible memory leak in the application. Here and example of the snapshots taken by UNIX tool {{top}} *after* launching one batch of 80 shared scan queries at a time:    One more snapshot was taken while processing another batch of 80 queries at a level of 50% done (on average):    It looks like there is a big pile of memory allocated and held by the process. This memory is not released after finishing each batch (of 80 queries).    A goal of this ticket is to investigate a source of the memory consumption, understand why the memory is not released after completing the queries, and find a fix for the problem."""""""
DM,DM-26230,Bug,0,1,bug_type+score_0,"""Improve pipetask dignostics on multiprocessing timeouts.""","""""""When a task timeouts the disgnostics that pipetask produces is only a standard traceback mentioning TimeoutError:      but it does not say which task timed out or for which quanta. Need to add that info.    And a bug that [~<USER> noticed is that there exists timeout command line option which is supposed to change timeout value but it's not used by CmdLineFwk.  """""""
DM,DM-26237,Bug,0,1,bug_type+score_0,"""Can't rerun ap_verify on same repository in Gen 3""","""""""The Gen 3 version of {{ap_verify}} cannot be run on the same workspace more than once, despite being designed for reuse like the Gen 2 version. The problem I've encountered happens at Butler initialization; there may be others downstream:      Ensure that both {{ingest_datasets.py}} and {{ap_verify.py}} work when rerun on old workspaces."""""""
DM,DM-26246,Bug,0,1,bug_type+score_0,"""Graph builder crashes on unregistered dataset types""","""""""When running the graph builder in a context where a run exists (as a side effect of previous Butler operations) but has never been populated, I get the following error:      In {{CmdLineFwk}}, dataset type registration is normally done after the graph is built, so I assume {{GraphBuilder}} is not supposed to assume dataset types are present?"""""""
DM,DM-26265,Bug,0,1,bug_type+score_0,"""ap_verify tests use fixed temp directories""","""""""The two sets of {{TestWorkspace}} tests use a hardcoded temporary directory ({{_temp}}) for some tests that don't use the standard setup, causing a conflict between the tests. Replace {{_temp}} with a normal temporary directory."""""""
DM,DM-26267,Bug,0,1,bug_type+score_0,"""Disable the fault method in hexrotcomm.BaseCsc""","""""""hexrotcomm.BaseCsc handles state transitions differently than salobj, since the state is maintained in the low-level controller. One problem with this is that it does not make sense for a hexrotcomm CSC to send itself into a FAULT state.    Thus the fault method should be disabled and avoided."""""""
DM,DM-26274,Bug,0,1,bug_type+score_0,"""Image differencing fatal error using DCR templates""","""""""Image differencing fails with the following error if DCR coadds are used for the template:  {code:}  apPipe FATAL: Failed on dataId={'ccdnum': 23, 'visit': 427943, 'date': '2015-04-03', 'filter': 'g', 'hdu': 21, 'object': 'B2'}: TypeError: sequence item 0: expected str instance, NoneType found  /software/lsstsw/stack_20200515/python/miniconda3-4.7.12/envs/lsst-scipipe/lib/python3.7/site-packages/astropy/table/row.py:76: FutureWarning: elementwise == comparison failed and returning scalar instead; this will raise an error o  r perform elementwise comparison in the future.    return self.as_void() == other  /software/lsstsw/stack_20200515/python/miniconda3-4.7.12/envs/lsst-scipipe/lib/python3.7/site-packages/astropy/units/function/logarithmic.py:46: RuntimeWarning: invalid value encountered in log10    return dex.to(self._function_unit, np.log10(x))  Traceback (most recent call last):    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/pipe_base/20.0.0-7-gb92c176+1/python/lsst/pipe/base/cmdLineTask.py"""""""", line 388, in __call__      result = self.runTask(task, dataRef, kwargs)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/pipe_base/20.0.0-7-gb92c176+1/python/lsst/pipe/base/cmdLineTask.py"""""""", line 447, in runTask      return task.runDataRef(dataRef, **kwargs)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/pipe_base/20.0.0-7-gb92c176+1/python/lsst/pipe/base/timer.py"""""""", line 150, in wrapper      res = func(self, *args, **keyArgs)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/ap_pipe/20.0.0-2-gd4c8807+22/python/lsst/ap/pipe/ap_pipe.py"""""""", line 170, in runDataRef      diffImResults = self.runDiffIm(calexpRef, templateIds)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/pipe_base/20.0.0-7-gb92c176+1/python/lsst/pipe/base/timer.py"""""""", line 150, in wrapper      res = func(self, *args, **keyArgs)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/ap_pipe/20.0.0-2-gd4c8807+22/python/lsst/ap/pipe/ap_pipe.py"""""""", line 243, in runDiffIm      return self.differencer.runDataRef(sensorRef, templateIdList=templateIds)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/pipe_base/20.0.0-7-gb92c176+1/python/lsst/pipe/base/timer.py"""""""", line 150, in wrapper      res = func(self, *args, **keyArgs)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/pipe_tasks/20.0.0-13-g198ee8df/python/lsst/pipe/tasks/imageDifference.py"""""""", line 497, in runDataRef      template = self.getTemplate.runDataRef(exposure, sensorRef, templateIdList=templateIdList)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/ip_diffim/20.0.0-1-g596936a+26/python/lsst/ip/diffim/getTemplate.py"""""""", line 114, in runDataRef      if sensorRef.datasetExists(**patchArgDict):    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/daf_persistence/20.0.0+5/python/lsst/daf/persistence/butlerSubset.py"""""""", line 314, in datasetExists      datasetType, self.dataId, write=write, **rest)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/daf_persistence/20.0.0+5/python/lsst/daf/persistence/butler.py"""""""", line 1259, in datasetExists      locations = self._locate(datasetType, dataId, write=write)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/daf_persistence/20.0.0+5/python/lsst/daf/persistence/butler.py"""""""", line 1316, in _locate      location = repoData.repo.map(datasetType, dataId, write=write)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/daf_persistence/20.0.0+5/python/lsst/daf/persistence/repository.py"""""""", line 239, in map      loc = self._mapper.map(*args, **kwargs)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/daf_persistence/20.0.0+5/python/lsst/daf/persistence/mapper.py"""""""", line 163, in map      return func(self.validate(dataId), write)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/obs_base/20.0.0-24-g0eb5a41+1/python/lsst/obs/base/cameraMapper.py"""""""", line 510, in mapSubClosure      loc = mapping.map(mapper, subId, write)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/obs_base/20.0.0-24-g0eb5a41+1/python/lsst/obs/base/mapping.py"""""""", line 152, in map      actualId = self.need(iter(self.keyDict.keys()), dataId)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/obs_base/20.0.0-24-g0eb5a41+1/python/lsst/obs/base/mapping.py"""""""", line 316, in need      lookups = self.lookup(newProps, newId)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/obs_base/20.0.0-24-g0eb5a41+1/python/lsst/obs/base/mapping.py"""""""", line 261, in lookup      result = self.registry.lookup(properties, self.tables, lookupDataId, template=self.template)    File """"""""/software/lsstsw/stack_20200515/stack/miniconda3-4.7.12-46b24e8/Linux64/daf_persistence/20.0.0+5/python/lsst/daf/persistence/registries.py"""""""", line 350, in lookup      cmd += """""""" FROM """""""" + """""""" NATURAL JOIN """""""".join(reference)  TypeError: sequence item 0: expected str instance, NoneType found  {code}    The issue is caused by line 114 of {{ip_diffim.getTemplate}}:  {{if sensorRef.datasetExists(**patchArgDict):}}    Prior to DM-22952 this was:  {{if self.config.coaddName != 'dcr' and sensorRef.datasetExists(**patchArgDict):}}  but it can't simply be reverted because new code added in DM-22541 depends on the {{datasetExists}} test. That test should be fixed for DcrCoadds.    """""""
DM,DM-26292,Technical task,0,1,bug_type+score_0,"""Create build and deploy compose file for CatchupArchiver""",
DM,DM-26329,Bug,0,1,bug_type+score_0,"""Remove the use of Regaussianization quantities for star-PSF comparison""","""""""The two functors in pipe_analysis namely E1ResidsHsmRegauss and E2ResidsHsmRegauss subtract the PSF model ellipticity from PSF-deconvolved ellipticity for a star catalog. This is not a well motivated operation and could lead to misuse. This ticket is do the following two things:    1) Remove Regauss from the functor names as quantities from Regaussianization procedure aren't to be used.    2) Replace HsmRegauss_e1/e2 with measured adaptive source moments"""""""
DM,DM-26333,Technical task,0,1,bug_type+score_0,"""Add partial support for calibration collections""","""""""This ticket adds registration, certify/decertify, and single-dataset lookups for calibration collections (it's just commits moved from the main DM-24432 branch for easier review).  Complete calibration collection support will require making them queryable in {{queryDataIds}} and {{queryDatasets}}, and be done later.  """""""
DM,DM-26372,Bug,0,1,bug_type+score_0,"""Units wrong in deepDiff_diaSrc catalog""","""""""As reported by [~<USER> on Slack, some of the diaSrc catalog instrumental flux units are wrong. Many instFluxErr entries erroneously have units of pixels, and all forced instFluxes and their errors have no units. All these units should be counts.    I think this is all the relevant code:    [https://github.com/lsst/ip_diffim/blob/master/python/lsst/ip/diffim/dipoleFitTask.py#L998]    [https://github.com/lsst/pipe_tasks/blob/master/python/lsst/pipe/tasks/imageDifference.py#L376-L381] """""""
DM,DM-26398,Bug,0,1,bug_type+score_0,"""SourceDetectionTask alters input exposure image values in place""","""""""In connection to the test run of DM-26182, the output exposure written to storage does not match with the result of {{ZogyTask}}. It was narrowed down to {{lsst.meas.algorithms.SourceDetectionTask}} that alters the input exposure in place.                   In this case, {{doSmooth = False}}  i.e. the input exposure is a likelihood image. The variance plane seems to be unaffected at least the constant value block that is the result of ZogyTask is preserved."""""""
DM,DM-26419,Bug,0,1,bug_type+score_0,"""Update CI repositories for latest Butler""","""""""DM-26331 added a change to the Gen 3 registry schema that is likely to break {{ap_verify}} datasets despite our use of repository cloning. Update {{ap_verify_ci_hits2015}} and {{ap_verify_ci_cosmos_pdr2}} to conform to the new schema."""""""
DM,DM-26428,Bug,0,1,bug_type+score_0,"""Bin images after difference image of flat pairs has been created (not before) in PTC task. ""","""""""We would like to bin the images of the flats that go into the PTC calculation to mitigate the BFE; however, this should be done after the difference image has been constructed, and currently, the code does it before.     """""""
DM,DM-26432,Technical task,0,1,bug_type+score_0,"""Create a Portal application container image from Firefly 2020.2.0""","""""""Create a new release 2.0.0 of {{suit}} - the Portal application container image, based on Firefly release 2020.2.0."""""""
DM,DM-26433,Technical task,0,1,bug_type+score_0,"""Test detection footprint visualization against suit 2.0.0""","""""""Once {{suit 2.0.0}}, or a release candidate, is deployed in the RSP, test detection footprint visualization."""""""
DM,DM-26435,Bug,0,1,bug_type+score_0,"""sciplat_lab linked images do not run in proper sequence""","""""""The SAL-added sciplat lab container build jobs in the weekly release process need to run _after_ the regular sciplat lab job, but they are instead running in parallel.  Figure out how to sequence these properly."""""""
DM,DM-26436,Bug,0,1,bug_type+score_0,"""sims_catUtils build fails with inability to import """"sncosmo""""""","""""""The weekly sims build is failing most tests in {{sims_catUtils}} due to inability to import {{sncosmo}}, despite that being listed explicitly in the table file."""""""
DM,DM-26453,Bug,0,1,bug_type+score_0,"""Add sqrt(var) as weight to EXPAPPROXIMATION and POLYNOMIAL fit residual in ptc.py""","""""""Craig  and Seth, when comparing to eotest code, have shown that EXPAPPROXIMATION and POLYNOMIAL should have a fractional residual of the form (var - varModel)/sqrt(var) instead of just (var - varModel) when fitting those models in ptc.py. """""""
DM,DM-26522,Bug,0,1,bug_type+score_0,"""Segmentation violation when running multiBandDriver""","""""""Executing     for RC2 with w_2020_34 stack ends with:  """""""
DM,DM-26525,Bug,0,1,bug_type+score_0,"""Inconsistency between the IDL and Control in LabVIEW""","""""""Inconsistency between the IDL and control in LabVIEW. The IDL file is generated by ts_sal v5.0.0. The following structure is from the IDL:  {code:c++}struct command_disable {   long TestID;   string<8> private_revCode; //private   double private_sndStamp; //private   double private_rcvStamp; //private   long private_seqNum; //private   string private_identity; //private   long private_origin; //private   long private_host; //private   boolean value;   };   #pragma keylist command_disable TestID{code}  The LabVIEW control is:   !disableCtrl.png|width=270,height=315!    It is clear that they are different.    In addition, if some attribute (such as *TestID*) should be given the value in the LabVIEW SAL monitor, the word of """"""""//private"""""""" should appear in the IDL file."""""""
